"ensembl_gene_id","sample.shrubr5_3_jw","sample.shrubr5_2_jw","sample.shrubr5_1_jw","sample.jw23.3_3","sample.jw23.3_2","sample.jw23.3_1"
"ENSMUSG00000037851",40421.8478040565,40122.8507166016,42682.4039685376,30655.7992267422,34318.4488150889,34668.9013032236
"ENSMUSG00000037852",28396.9911844423,29431.6621920514,27960.0419623077,35027.642483907,33036.727924717,32901.9361167946
"ENSMUSG00000037855",390.932311510229,461.780256261746,482.154170742539,396.259195671699,358.159154274719,399.209484445826
"ENSMUSG00000037857",6472.51138396652,6622.31911162971,6979.47561794382,10328.7232970164,12166.7833772611,13099.7981457181
"ENSMUSG00000037860",20.2842237104364,16.9102629053597,11.7598578229887,9.28007484008663,4.2511472317474,3.36885640882554
"ENSMUSG00000037868",671.223402781714,581.452886053522,588.972879301353,487.203929104548,425.11472317474,467.428826724543
"ENSMUSG00000037876",8249.22497896702,8129.93408911525,8541.57673209749,10406.6759256731,11262.3518037068,12011.6575256674
"ENSMUSG00000037885",2841.63533979841,2758.97443248215,2984.06392258339,4253.98630669571,4312.78886660774,3896.92465090894
"ENSMUSG00000037887",695.195667166775,754.457883469895,760.470805886605,2070.38469682333,1938.52313767682,1875.61080561362
"ENSMUSG00000037890",493.275440231067,659.500253309029,442.954644665909,475.139831812435,387.917184896951,382.365202401698
"ENSMUSG00000037892",2518.00977060008,3556.35836794257,2816.4859486058,2816.50271396629,2684.59947684849,2989.01784873046
"ENSMUSG00000037894",25321.1652618052,27773.1556378719,26992.7936563668,32367.0450272541,30573.1881039194,25573.8312134968
"ENSMUSG00000037896",5888.87894720715,6012.2488575825,6355.2231651735,6422.73979682396,6545.70395008307,6154.05844482205
"ENSMUSG00000037902",398.308392859478,394.139204640307,403.75511858928,432.451487548037,415.549641903309,432.055834431875
"ENSMUSG00000037904",347.597833583387,409.748678091408,287.136528511309,381.41107592756,360.284727890592,309.092575509743
"ENSMUSG00000037905",9954.94379098099,9729.90511785312,9934.13989596974,10246.1306309396,9797.83158236983,9821.90085993085
"ENSMUSG00000037907",9213.6476153814,8472.04171558521,9433.3659503408,8613.76546656841,9945.55894867305,9536.39027928288
"ENSMUSG00000037916",10154.0979874107,10124.0443224934,10322.2152041284,10164.4659723469,8885.96050116001,8118.94394526954
"ENSMUSG00000037921",381.712209823667,388.936046823273,272.436706232573,96.512778336901,68.0183557079585,69.0615563809235
"ENSMUSG00000037926",1899.34094743177,1919.96523448546,2078.55487021326,2125.13713837984,2146.82935203244,2246.18501058443
"ENSMUSG00000037933",8170.85411463124,8530.57724102684,8308.33955194155,10130.1296954386,10473.7639922177,10772.7605813219
"ENSMUSG00000037935",7501.47473218684,7368.97225837406,6911.85643546163,6012.56048889213,6263.00265917186,7120.92023415498
"ENSMUSG00000037936",4672.74753474962,4809.01861239345,4784.30215765259,7593.88524164289,7183.37603484518,6455.57109341193
"ENSMUSG00000037938",515.403684278816,624.378938044051,613.472583099246,539.172348209033,432.554230830298,440.477975453939
"ENSMUSG00000037940",244.332694693893,336.904468652936,336.135936107095,194.881571641819,232.75031093817,339.412283189173
"ENSMUSG00000037946",100.499108383526,115.770261429001,98.9788033434886,125.281010341169,138.162285031791,110.330047389036
"ENSMUSG00000037949",2280.13114708678,2354.42891220777,2170.67375649334,1492.23603428593,1426.25989625125,1357.64913275669
"ENSMUSG00000037957",971.798717763635,1000.30709032474,1028.0075713596,1274.15427554389,1222.20482912738,1241.42358665221
