"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KO","padj_mouse_KO","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KO","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0141061","disruption of cell in another organism","either",0.05,"shared positive",0.77170487627273,0.77170487627273,1.12735423372273,1.89905910999546,0.652426077662985,0.0259917744363202,"14063/14825/17174/18712/14190/20085/319190","55932/54396/12266/229900/50908/16145/14469/50909/15331/19946/20085/20315/14468/17874/14433/18081","GO:0141061","GO:0141061","GO:0141061","disruption of cell in another organism","disruption of cell in another organism","disruption of cell in another organism",1.45448750176693,0.272456686103869,1.58516407057222,0.564702530015749,0.185468688406144,TRUE,FALSE,FALSE,"14063/14190/18712/14825/18158/20300/15945/12125",0.3271332680442,0.77170487627273,-0.44457160822853,0.3271332680442,0.77170487627273,0.44457160822853,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0007520","myoblast fusion","either",0.05,"shared positive",0.75769656959378,0.75769656959378,1.07975060824336,1.83744717783714,0.681623601010882,0.00906804305939055,"18007/57808/16412/76808/12508/22121/12527/114641/18741/67248/12633/100503670/270106/22186/19951/56637/269261/13660/20005/19981/19989/66480/66489/19933/110954/19982/26416/19988/67115/67891","68813/57810/19946/26961/54217/20315/67945/268449/319195/76808/19896/270106/27176/56040/67115/269261/13549/67281/19981/23794/67891/11837/68436/330662/12508/19944/66489/259300/19982/22121/19943/19951/16189/100503670/67025/66480/19942/56637/20307/19988/114641/193385/12633/20005","GO:0007520","GO:0007520","GO:0007520","myoblast fusion","myoblast fusion","myoblast fusion",-1.09321244903574,0.627110845258363,2.04248642630343,-0.202655688468576,0.166455380666028,TRUE,FALSE,FALSE,"65019/19921/67671/100534273/19946/17886/26961/18209/193385/12520/259300/67220/330662/20315/20307/19221",-2.1729630572791,0.75769656959378,-2.93065962687288,2.1729630572791,0.75769656959378,2.93065962687288,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0140014","mitotic nuclear division","either",0.05,"shared negative",-0.72472883056076,0.72472883056076,-1.09607175777842,-1.82080058833918,0.636510040400422,2.63406057066442e-05,"22137/18140/381293/18023/66515/16211/68053/229776/76044/12537/68298/108907/232933/17120/66591/70799/219114/19428/18591/14841/101706/20698/56742/67177/21803/26934/66140/11799/71175/67811/214444/14183/67052/19357/67629/83431/12704/67139/12223/66156/105837/18032/66214/11920/216810/70385/208628/70218/54141/105988/56208/20877/66176/52683/78309/68501/13494/208092/103733/223921/67300/18596/15511","13006/103768/21802/99412/50850/67139/218294/381293/214444/101706/67177/101994/76044/74201/72549/66371/18221/52683/68942/71819/58994/66977/12537/232933/26951/26934/18591/16569/106042/66591/74335/14211/107995/83431/12390/76499/12237/218914/12704/24010/228421/14184/16571/70012/215387/219114/52696/83946/13614/22629/100502766/16973/105988/54141/328440/12235/17345/268697/16551/108912/229841/110033/22385/20399/108907/12534/67655/16580/72119/66140/11799/11789/193740/67300/70385/18005/229776/70218/381318/70466/52276/16319/68501/12159/12236/233406/20878/78906/15511","GO:0140014","GO:0140014","GO:0140014","mitotic nuclear division","mitotic nuclear division","mitotic nuclear division",-0.696813898048678,1,-4.57937424258499,0,-0.196194741333016,TRUE,FALSE,FALSE,"18591/83431/78267/12237/70218/11920/12649/66140/18023/20399/22137/71175/98733/106042/57028/17295/56742/67300/54141/67139/208628/26934/105988/17120/56208/68501/66176/67629/103733/193385/105837/66156/67811/19357/13494/11799/70385/12223/66214/208092/52683/223921/18596",0.399257859729742,-0.72472883056076,1.1239866902905,0.399257859729742,0.72472883056076,1.1239866902905,"all negative"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0000768","syncytium formation by plasma membrane fusion","either",0.05,"shared positive",0.72097434992747,0.72097434992747,1.0264892992946,1.74746364922207,0.727162546505424,0.0120090925049019,"18007/57808/16412/76808/12508/22121/12527/11502/114641/18741/67248/12633/100503670/270106/22186/19951/56637/12505/269261/13660/20005/19981/19989/66480/66489/19933/110954/19982/26416/19988/67115/67891","52163/20846/68813/57810/19946/26961/54217/20315/67945/268449/319195/76808/19896/270106/27176/56040/67115/269261/13549/67281/19981/23794/67891/11837/68436/330662/12508/19944/20586/66489/259300/19982/22121/19943/19951/16189/100503670/67025/66480/19942/56637/20307/19988/102791/114641/193385/12633/20005/110954/19989/11502/18022","GO:0000768","GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion","syncytium formation by plasma membrane fusion","syncytium formation by plasma membrane fusion",-1.10109401407381,0.629815639050692,1.9204898098331,-0.200786559531341,0.138368498137179,TRUE,FALSE,FALSE,"65019/19921/67671/100534273/19946/17886/26961/18209/193385/83433/12520/259300/67220/330662/20315/235505/20307/19221",-2.12758331336841,0.72097434992747,-2.84855766329588,2.12758331336841,0.72097434992747,2.84855766329588,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0140253","cell-cell fusion","either",0.05,"shared positive",0.72097434992747,0.72097434992747,1.0264892992946,1.74746364922207,0.727162546505424,0.0120090925049019,"18007/57808/16412/76808/12508/22121/12527/11502/114641/18741/67248/12633/100503670/270106/22186/19951/56637/12505/269261/13660/20005/19981/19989/66480/66489/19933/110954/19982/26416/19988/67115/67891","52163/20846/68813/57810/19946/26961/54217/20315/67945/268449/319195/76808/19896/270106/27176/56040/67115/269261/13549/67281/19981/23794/67891/11837/68436/330662/12508/19944/20586/66489/259300/19982/22121/19943/19951/16189/100503670/67025/66480/19942/56637/20307/19988/102791/114641/193385/12633/20005/110954/19989/11502/18022","GO:0140253","GO:0140253","GO:0140253","cell-cell fusion","cell-cell fusion","cell-cell fusion",-1.10109401407381,0.629815639050692,1.9204898098331,-0.200786559531341,0.138368498137179,TRUE,FALSE,FALSE,"65019/19921/67671/100534273/19946/17886/26961/18209/193385/83433/12520/259300/67220/330662/20315/235505/20307/19221",-2.12758331336841,0.72097434992747,-2.84855766329588,2.12758331336841,0.72097434992747,2.84855766329588,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0009636","response to toxic substance","either",0.05,"shared positive",0.71181312540968,0.71181312540968,1.04840771761265,1.76022084302233,0.696641274238227,0.00324312320528057,"19225/20657/12554/12892/22785/14873/14782/69227/13614/75605/14651/18227/21672/20655/214084/18712/26413/16819/19224/114584/69675/17250/12460/12846/12043/11757/15567/54683/17246/20845/18671/15439/68214","26570/12870/23876/12833/14873/14799/11864/14782/12799/17750/230784/14874/17250/20509/330260/19224/19225/211666/68943/19106/14870/11898/22785/12554/76983/15439/22166/11532/21743/64704/76650/232223/54683/16819/69675/68312/50493/17025/20657/53381/14088/28253/75605/19765/269823/14768/18754/11690/625249/109801/18024/14869/17755/26417/18104/12028/18669/11911/69634/110198/13078/18477/11758/14281/18671/15251/12892/104184/213350/21672/14775/57320/75894/20269/18230/226422","GO:0009636","GO:0009636","GO:0009636","response to toxic substance","response to toxic substance","response to toxic substance",-0.981589085305402,0.76686800495633,2.48903655229616,-0.115279381360343,0.15699079826296,TRUE,FALSE,FALSE,"17252/11977/14874/11655/50500/93684/14281/20364/11690/13435/14102/56615/104184/14866/14528/330260/23876/12799/211666/26417/67305/20266/18104/18619/269823/67547/114886/11864/68312/11669/12833/11622/11898/13617/14799",-2.02999680291805,0.71181312540968,-2.74180992832773,2.02999680291805,0.71181312540968,2.74180992832773,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032465","regulation of cytokinesis","either",0.05,"shared negative",-0.70427037999036,0.70427037999036,-1.02425093818931,-1.72852131817967,0.743145336780932,0.0337797077662345,"12211/57028/211978/381293/72008/73139/229776/225326/66196/216963/75669/26934/11799/54138/215445/67811/12704/56208/20877/23834/53413/225115/67455","50850/108961/211660/218294/381293/109333/66371/83770/268451/71819/235626/232341/16553/26934/16569/12704/227937/23834/101565/216963/102774/13605/78610/19348/240641/11799/211978/229776/52276/16319/52679/233406/20878","GO:0032465","GO:0032465","GO:0032465","regulation of cytokinesis","regulation of cytokinesis","regulation of cytokinesis",-0.995303202947139,0.754120897497234,-1.47134411190121,-0.122559024280094,-0.128926243050336,TRUE,FALSE,FALSE,"26934/73139/56208/23834/12315/54138/67811/53413/11799/225115/67455",0.0289477352421709,-0.70427037999036,0.733218115232531,0.0289477352421709,0.70427037999036,0.733218115232531,"all negative"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032609","type II interferon production","either",0.05,"shared positive",0.66592013697283,0.66592013697283,1.10870459272468,1.77462472969751,0.65980764929546,0.0338834489875552,"14063/14367/12475/18578/54698/18176/21898/19122/214855/20539/16452/15975/66155/11352/16423/22761/223601","16859/15944/20539/100038882/214855/16423/17082/16177/142980/26362/238871/12394/18578/15461/11820/14082/18176/21898/12611/15510/223601/60533/11350/15975/66155/12479","GO:0032609","GO:0032609","GO:0032609","type II interferon production","type II interferon production","type II interferon production",-0.969127624188996,0.76686800495633,1.4700123893677,-0.115279381360343,0.180582653889869,TRUE,FALSE,FALSE,"12051/66663/238871/11820/16177/12261/77777/16161/14462/192656/102657/16392/105782/22418/19261/56532",-2.07783221691368,0.66592013697283,-2.74375235388651,2.07783221691368,0.66592013697283,2.74375235388651,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032649","regulation of type II interferon production","either",0.05,"shared positive",0.66592013697283,0.66592013697283,1.10870459272468,1.77462472969751,0.65980764929546,0.0338834489875552,"14063/14367/12475/18578/54698/18176/21898/19122/214855/20539/16452/15975/66155/11352/16423/22761/223601","16859/15944/20539/100038882/214855/16423/17082/16177/142980/26362/238871/12394/18578/15461/11820/14082/18176/21898/12611/15510/223601/60533/11350/15975/66155/12479","GO:0032649","GO:0032649","GO:0032649","regulation of type II interferon production","regulation of type II interferon production","regulation of type II interferon production",-0.969127624188996,0.76686800495633,1.4700123893677,-0.115279381360343,0.180582653889869,TRUE,FALSE,FALSE,"12051/66663/238871/11820/16177/12261/77777/16161/14462/192656/102657/16392/105782/22418/19261/56532",-2.07783221691368,0.66592013697283,-2.74375235388651,2.07783221691368,0.66592013697283,2.74375235388651,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0051225","spindle assembly","either",0.05,"shared negative",-0.65169209531123,0.65169209531123,-1.0292835783244,-1.68097567363563,0.724343664455917,0.0142577946477134,"209737/107995/18817/193385/13424/212307/70681/12316/100502766/231123/74237/66468/18140/225745/16211/73139/232933/68767/70799/219114/101706/73738/104318/17350/26934/66140/11799/223593/67811/67052/54141/20877/66176/223499/13494/20185/208092/223921/328580/67300/15511","74201/66371/68942/71819/76478/232933/26934/16569/106042/54204/76123/107995/76499/218914/12316/16571/72776/219114/20460/100502766/54141/212307/16551/229841/16580/68767/72119/66140/11799/193740/67300/18005/70466/52276/100732/68183/16319/233406/20878/78906/15511","GO:0051225","GO:0051225","GO:0051225","spindle assembly","spindle assembly","spindle assembly",-0.788371128727106,0.971144973439409,-1.84594764463826,-0.012715933361745,-0.140055334127348,TRUE,FALSE,FALSE,"67300/54141/73738/26934/73139/104318/66176/193385/20185/223499/67811/74237/13494/11799/328580/208092/223921",0.240912449597294,-0.65169209531123,0.892604544908524,0.240912449597294,0.65169209531123,0.892604544908524,"all negative"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0090307","mitotic spindle assembly","either",0.05,"shared negative",-0.64693242323777,0.64693242323777,-1.00107394143478,-1.64800636467255,0.753575966895833,0.0495801449313759,"20877/66176/13494/208092/223921/67300/15511","74201/66371/68942/71819/232933/26934/16569/106042/107995/76499/16571/100502766/16551/16580/72119/11799/193740/67300/18005/70466/52276/16319/233406/78906/15511","GO:0090307","GO:0090307","GO:0090307","mitotic spindle assembly","mitotic spindle assembly","mitotic spindle assembly",-0.717007529706421,0.988863627298472,-1.30469220804813,-0.00486359717475843,-0.12287296054819,TRUE,FALSE,FALSE,"67300/26934/66176/193385/67811/13494/11799/208092/223921",0.284066411728359,-0.64693242323777,0.930998834966129,0.284066411728359,0.64693242323777,0.930998834966129,"all negative"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0140241","translation at synapse","either",0.05,"shared positive",0.63991414328652,0.63991414328652,1.52667966458925,2.16659380787577,0.323643738869324,0.000550787776568407,"57808/20042/20088/57294/22121/20103/100503670/270106/22186/19951/269261/20005/19981/19989/66480/54127/19934/267019/66489/110954/19982/19988/67115/67891","27207/27370/13629/26961/20103/54217/19934/268449/319195/19896/270106/27176/67115/269261/67281/19981/67891/68436/19944/66489/19982/67097/22121/19943/19951/100503670/66480/19942/19988/54127/20005/57294/78294/110954/19989","GO:0140241","GO:0140241","GO:0140241","translation at synapse","translation at synapse","translation at synapse",1.12899290271618,0.574800967554613,3.2590157064467,0.240482509495231,0.489932790317007,TRUE,FALSE,FALSE,"269261/270106/66489/20088/19951/100503670/20044/66480/20005/22186/20042/27176/67097/319195/19989/54217/57808/267019/54127",-0.39768676187307,0.63991414328652,-1.03760090515959,0.39768676187307,0.63991414328652,1.03760090515959,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0140242","translation at postsynapse","either",0.05,"shared positive",0.63991414328652,0.63991414328652,1.52667966458925,2.16659380787577,0.323643738869324,0.000550787776568407,"57808/20042/20088/57294/22121/20103/100503670/270106/22186/19951/269261/20005/19981/19989/66480/54127/19934/267019/66489/110954/19982/19988/67115/67891","27207/27370/13629/26961/20103/54217/19934/268449/319195/19896/270106/27176/67115/269261/67281/19981/67891/68436/19944/66489/19982/67097/22121/19943/19951/100503670/66480/19942/19988/54127/20005/57294/78294/110954/19989","GO:0140242","GO:0140242","GO:0140242","translation at postsynapse","translation at postsynapse","translation at postsynapse",1.12899290271618,0.574800967554613,3.2590157064467,0.240482509495231,0.489932790317007,TRUE,FALSE,FALSE,"269261/270106/66489/20088/19951/100503670/20044/66480/20005/22186/20042/27176/67097/319195/19989/54217/57808/267019/54127",-0.39768676187307,0.63991414328652,-1.03760090515959,0.39768676187307,0.63991414328652,1.03760090515959,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0062197","cellular response to chemical stress","either",0.05,"shared positive",0.62422300710438,0.62422300710438,1.02900668406153,1.65322969116591,0.711048070309515,0.00109736664179797,"19225/20657/19272/108737/16174/20708/12876/11677/71785/14782/13614/100604/18706/279561/18484/12631/12062/20779/29819/12333/211329/229731/108655/56426/12159/18227/21672/19697/12752/14360/16193/20655/93692/13605/16819/19305/17392/26419/14297/12283/12460/20525/26400/11757/54683/234371/17246/20541/11352/19365/27050/56349","26570/74155/23876/66725/68015/26903/53618/14381/15234/22059/16600/14782/20525/18764/76251/21974/230784/27050/67452/14158/12333/19225/14694/12257/26362/12176/11651/68943/22596/18779/16174/20852/74142/217069/17392/16952/26408/71701/76454/107589/74370/18484/108737/56473/11792/22166/14375/18214/74777/15499/64704/50721/50868/76650/104156/268373/54683/16819/20657/27419/18595/26398/69568/14088/26420/93686/20909/269254/226090/12283/269356/18081/625249/16598/18024/11865/11666/170719/18294/18104/11826/56716/108655/18706/20779/11911/26419/29819/11350/68992/56384/227743/13078/18477/59041/211651/14281/229731/26400/67689/56717/15251/71785","GO:0062197","GO:0062197","GO:0062197","cellular response to chemical stress","cellular response to chemical stress","cellular response to chemical stress",-1.05907653397845,0.625581921478412,2.95964824580138,-0.203715810324828,0.14810103785748,TRUE,FALSE,FALSE,"231549/29819/52463/23939/68031/19017/26398/11920/18764/268373/50880/12850/68992/11911/74347/19698/11977/18174/14381/19060/12389/30951/19156/101476/14281/26420/11666/17295/22596/14102/56615/68015/22658/14528/67689/11826/12578/328572/56208/23876/65106/18810/53416/22433/74777/56438/67305/16600/93692/15234/211651/15499/26408/18104/16952/105787/93686/104156/74370/12257/18779/18619/66725/11865/12192/110876/114886/18214/14375/17309/18596/19261/13617/56532",-2.08808321803998,0.62422300710438,-2.71230622514436,2.08808321803998,0.62422300710438,2.71230622514436,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0000070","mitotic sister chromatid segregation","either",0.05,"shared negative",-0.62214176194242,0.62214176194242,-1.18190047704554,-1.80404223898796,0.576168678041337,0.000506908376325918,"68298/108907/232933/17120/66591/70799/219114/19428/14841/101706/56742/67177/26934/66140/11799/71175/67811/214444/67052/19357/67629/12704/67139/66156/11920/70385/208628/70218/54141/105988/56208/20877/66176/52683/68501/13494/208092/103733/223921/67300/15511","73420/68953/70099/93762/13006/103768/99412/67139/381293/214444/101706/67177/101994/76044/74201/66371/18221/52683/68942/71819/66977/232933/26951/26934/16569/106042/66591/74335/14211/107995/76499/12237/218914/12704/24010/228421/16571/215387/219114/52696/100502766/105988/54141/12235/268697/16551/229841/110033/22385/108907/12534/16580/72119/66140/11799/11789/193740/67300/70385/18005/70218/381318/70466/52276/16319/68501/12236/233406/78906/15511","GO:0000070","GO:0000070","GO:0000070","mitotic sister chromatid segregation","mitotic sister chromatid segregation","mitotic sister chromatid segregation",-0.778939761308642,0.991459043350607,-3.295070532288,-0.0037252215637864,-0.239450354739306,TRUE,FALSE,FALSE,"56742/67300/54141/67139/208628/26934/105988/17120/56208/68501/66176/67629/103733/193385/66156/67811/19357/13494/11799/70385/208092/52683/223921",0.402960715736898,-0.62214176194242,1.02510247767932,0.402960715736898,0.62214176194242,1.02510247767932,"all negative"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046328","regulation of JNK cascade","either",0.05,"shared negative",-0.61818909978381,0.61818909978381,-1.16296366665493,-1.78115276643874,0.601353085320682,0.00371343346070912,"13866/22032/23882/56310/27206/12411/22422/192656/18472/13838/381812/22418/245527/26420/216965/50932/17240/20185/13132/215653/224014/19099/26365/19261/13543","332579/52065/22030/72349/52521/22026/14219/14013/26403/98432/269881/81877/13614/17283/12928/11596/22034/59036/211323/59009/26412/15502/15258/68339/381921/19246/26390/65020/330177/30957/63953/18816/19099/18626/26401/17873/23882","GO:0046328","GO:0046328","GO:0046328","regulation of JNK cascade","regulation of JNK cascade","regulation of JNK cascade",1.04747957585651,0.639164348614145,-2.43022435359994,0.194387457148309,-0.220870456483421,TRUE,FALSE,FALSE,"14063/17948/14806/17952/21987/330938/21934/68339/52065/98432/59009/19735/26403/68235/74256/81877/22034/237353",2.21044324251144,-0.61818909978381,2.82863234229525,2.21044324251144,0.61818909978381,2.82863234229525,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0002181","cytoplasmic translation","either",0.05,"shared positive",0.60837270911772,0.60837270911772,1.18727536272523,1.79564807184295,0.506739913760596,0.000760733674532928,"13682/57808/14109/20042/11991/217869/226518/224045/20088/67427/14359/76808/231207/22121/101148/229663/68995/114641/24015/19653/67248/20085/20103/66855/20091/20115/100503670/68098/270106/75617/22186/19951/110616/68028/56637/66475/16898/18746/70047/13669/27050/20102/58988/66481/269261/20090/329384/20005/26905/67204/68441/234734/19981/72162/19989/16785/218693/108155/66480/54127/12785/19934/267019/66489/14265/19933","226518/224045/13685/27207/27979/27050/27370/14694/56726/13629/54709/18148/20091/11651/13681/19106/22628/13494/66855/68028/13495/80280/329384/19946/26961/108155/20085/22258/67427/20103/218343/56736/68441/74370/77006/54217/27367/19934/16898/67945/16865/26987/73830/20226/268449/319195/68092/75452/76808/19896/16341/270106/27176/72162/108067/56040/67115/269261/16785/20102/67281/77987/19981/67891/11837/68436/22084/55944/20090/19944/68052/66489/20116/66085/19982/51810/20104/67097/56717/66508/22121/19943/19951/232187/20084/100503670/14265/98221/75617/67025/76784/68995/70047/66480/217331/19942/53356/229663/56637/19988/20115/114641/76846/54127/213541/192169/69113/231659/20005","GO:0002181","GO:0002181","GO:0002181","cytoplasmic translation","cytoplasmic translation","cytoplasmic translation",0.697788406963689,1,3.11876735889926,0,0.295214886821851,TRUE,FALSE,FALSE,"269261/11991/231207/270106/66489/19653/101148/14109/19106/67204/66481/98221/110616/13682/24015/66405/20088/19951/76808/13669/234734/100503670/66855/78655/70047/11727/73162/208922/52231/20044/16898/217869/66480/14359/20005/22186/20042/67427/100042807/20084/77987/268933/27176/54170/329384/114641/192169/67097/319195/56055/13685/22224/75786/19989/108155/68441/54217/67025/227331/57808/56480/20104/56032/51810/75617/267019/68526/226518/54127/225363",-0.489486955761541,0.60837270911772,-1.09785966487926,0.489486955761541,0.60837270911772,1.09785966487926,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0141060","disruption of anatomical structure in another organism","either",0.05,"shared positive",0.60560749554658,0.60560749554658,1.21148436813744,1.81709186368402,0.607571236323211,0.0403814104010516,"14063/14825/252870/17174/18712/14190/20085/319190","55932/54396/12266/229900/50908/16145/14469/50909/15331/19946/20085/20315/14468/17874/14433/18081","GO:0141060","GO:0141060","GO:0141060","disruption of anatomical structure in another organism","disruption of anatomical structure in another organism","disruption of anatomical structure in another organism",1.41014511896435,0.277208458454561,1.39381851652916,0.557193522241701,0.216402794720048,TRUE,FALSE,FALSE,"14063/14190/18712/14825/18158/20300/15945/12125",0.19866075082691,0.60560749554658,-0.40694674471967,0.19866075082691,0.60560749554658,0.40694674471967,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0035457","cellular response to interferon-alpha","either",0.05,"shared positive",0.59504130511749,0.59504130511749,1.28782730654485,1.88286861166234,0.599083963593589,0.0473463655931892,"15958/20822/15975/20845/15951/112419/23961","246730/15951/15957/23960/26362/23961","GO:0035457","GO:0035457","GO:0035457","cellular response to interferon-alpha","cellular response to interferon-alpha","cellular response to interferon-alpha",1.6228312739643,0.249289720987834,1.32471335274101,0.60329562847696,0.22251230554071,TRUE,FALSE,FALSE,"15958/15951/20845/114643/23961/20822/15957/246730",0.33500396741945,0.59504130511749,-0.26003733769804,0.33500396741945,0.59504130511749,0.26003733769804,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0140236","translation at presynapse","either",0.05,"shared positive",0.57714651842651,0.57714651842651,1.56950131858945,2.14664783701596,0.35421921730565,0.00051046150224012,"57808/20042/20088/57294/22121/20103/100503670/270106/22186/19951/269261/20005/19981/19989/66480/54127/19934/267019/66489/110954/19982/19988/67115/67891","27207/27370/26961/20103/54217/19934/268449/319195/19896/270106/27176/67115/269261/67281/19981/67891/68436/19944/66489/19982/67097/22121/19943/19951/100503670/66480/19942/19988/54127/20005/57294/78294/110954/19989","GO:0140236","GO:0140236","GO:0140236","translation at presynapse","translation at presynapse","translation at presynapse",1.12275990488834,0.591346068287544,3.29203700577126,0.228158286359039,0.450727880911609,TRUE,FALSE,FALSE,"269261/270106/66489/20088/19951/100503670/20044/66480/20005/22186/20042/27176/67097/319195/19989/54217/57808/267019/54127",-0.44674141370111,0.57714651842651,-1.02388793212762,0.44674141370111,0.57714651842651,1.02388793212762,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0044406","adhesion of symbiont to host","either",0.05,"shared positive",0.57298101277148,0.57298101277148,1.31291927324336,1.88590028601484,0.591142694836852,0.0303425742462488,"19294/208884/15516","55932/236573/229900/14469","GO:0044406","GO:0044406","GO:0044406","adhesion of symbiont to host","adhesion of symbiont to host","adhesion of symbiont to host",0.739578131854373,0.923989891636008,1.51794757669645,0.0343327798953866,0.228307672925789,TRUE,FALSE,FALSE,"19294",-0.573341141388987,0.57298101277148,-1.14632215416047,0.573341141388987,0.57298101277148,1.14632215416047,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","either",0.05,"shared negative",-0.55876730672059,0.55876730672059,-1.04124862008882,-1.60001592680941,0.729274237824743,0.032053186177092,"101706/18080/21648/56742/13191/26934/11799/67811/214444/233064/67052/18541/70235/83431/18472/67839/70385/26886/20877/66176/13494/208092/103733/223921/68519/67300/320165/15511","14165/13006/103768/13424/99412/50850/214444/101706/74201/66371/18221/68942/320165/71819/66977/235626/232933/26951/26934/16569/106042/76123/107995/83431/76499/16571/72776/20460/100502766/20620/66711/15194/75786/268697/16551/229841/16332/108907/12534/16580/233064/72119/11799/193740/218977/67300/70385/18005/70466/52276/16319/233406/20878/78906/15511","GO:1902850","GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","microtubule cytoskeleton organization involved in mitosis","microtubule cytoskeleton organization involved in mitosis",0.669927321804104,1,-1.49412879390325,0,-0.137109127953761,TRUE,FALSE,FALSE,"234915/17865/12795/66442/16765/14165/20479/18763/13006/24063/102124/219103/16319/244329/73420/16551/16569/16412/76789/270058/269523/20460/66371/59002/225898/76959/72080/320234/56150/20843/73847/81601/18005/67064/213582/68953/234094/75786",1.71117594189292,-0.55876730672059,2.26994324861351,1.71117594189292,0.55876730672059,2.26994324861351,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0045637","regulation of myeloid cell differentiation","either",0.05,"shared negative",0.52748108680038,0.52748108680038,-1.69588244958701,-1.16840136278663,0.0490718867667033,0.427431153582606,"14118/16149/223870/18708/18102/21803/97086/93686/18035/17342/14645/12387/14281/12349/12608/17260/12192/18129/15499/20848/20308/170826/19014/72147/223690/20850/16969/14461/223770/20851/74370/16948/19411/107829/19401/320404/18003/217127/21847/18015/70673/215653/21930/18750/19659/16842/26365/217154/15511","53621/320404/22083/14645/54624/16825/66193/233904/20851/17268/100201/50754/18015/15526/75302/217127/226421/12912/21847/14184/26564/229700/223690/19014/23871/22034/14102/17096/57259/83554/18035/11501/16969/11789/11479/193740/14461/16476/22761/21873/170826/217154/14159/15511","GO:0045637","GO:0045637","GO:0045637","regulation of myeloid cell differentiation","regulation of myeloid cell differentiation","regulation of myeloid cell differentiation",-1.5201709936397,0.0790592233435816,-0.369133827197826,-1.10204745636357,-1.30916724349422,FALSE,FALSE,TRUE,"14281/57259/18015/17869/14102/17342/223870/19014/11479/107829/217127/18129/223770/14645/223690/21930/20851/19055/15499/320404/20848/93686/83433/20850/74370/16948/18708/12192/12387/97086/18003/17260/19411/12977/217154/21847/16878/14461/18750/19659/70673/16842/26365",0.17571145594731,0.52748108680038,-0.35176963085307,0.17571145594731,0.52748108680038,0.35176963085307,"all negative"
