"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KD","padj_mouse_KD","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KD","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0051962","positive regulation of nervous system development","either",0.05,"shared negative",-0.17185001544904,0.17185001544904,-1.58593038680508,-1.75778040225412,0.0526727049135714,0.000531526948803791,"22341/216856/18080/213084/20356/232227/18708/21803/71751/56381/17118/69807/230775/12387/15205/17755/233064/23999/245666/235611/21817/11421/83431/76854/56320/18472/224617/140570/13838/20238/12257/22418/70237/13631/20315/16981/216869/330914/20393/17380/75788/99633/328572/20351/14268/13845/21938/14375/20720/67784/19876/13385/16480/13169/268902/13649/107065/11484/18750/20666/75409/20312/76901/18128/108100/14254/64085/20317","17869/17295/22596/20238/21826/66993/68151/18080/213084/70237/328572/330914/75788/20563/14083/16180/16195/235611/18606/12361/20356/21817/11484/104156/12257/107065/13845/18708/12387/67784/17118/15228/13169/239250/76901/13385/18128/22418/20315/20720/14375/16878/20351/18750/16981/665113/16480/11421/56320/99633/108100/268902/20393/17380/19876/14254/20666/319387/75409/20312/64085/20317","GO:0051962","GO:0051962","GO:0051962","positive regulation of nervous system development","positive regulation of nervous system development","positive regulation of nervous system development",1.13001496484766,0.502397977263784,0.298952117807774,-3.27447471153564,-1.27841437864509,FALSE,TRUE,FALSE,"20539/20563/20317/12361/20720/26396/11603/20356/64085/18186/20361/13169/71228/13631/99633/12257/20312/17158/22596/24088/98733/13690/22352/14268/319757/15902/19242/75788/76454/68585/20430/20315/14375/16971/269878/27279/18080/21826/104156/23966/26395/76901/23999/378937/18472/72162/11421/13555/11426/56711/17755/74006/13640/22339/16878/66515/233489/53605/245886/26419/29819/70237/235611/74117",-0.17185001544904,2.71594535165274,-2.88779536710178,0.17185001544904,2.71594535165274,2.88779536710178,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0051963","regulation of synapse assembly","either",0.05,"shared negative",-0.16867086181973,0.16867086181973,-1.65034765483631,-1.81901851665604,0.0768489790097497,0.00162191733452729,"18208/239250/65945/105689/18190/20563/13643/235106/319387/243548/216856/20474/232227/223870/238205/57138/18708/15569/56376/230775/12387/14674/17755/17260/245666/238130/18483/13841/74762/80749/22418/70237/330662/13631/16981/330914/73728/15529/14362/228357/217124/210094/545428/99633/20351/14182/13845/13175/19876/13385/53413/107065/18750/75409/210293/217333/64085","18002/29819/76108/74488/18190/17755/14735/330814/442801/56212/68585/106042/27205/13631/72621/230775/21826/223870/11820/54216/545428/14182/70237/320840/330914/20563/14083/16180/238205/217333/80749/74762/217124/53413/56376/107065/13845/259302/18708/12387/15529/238130/330662/18483/239250/235106/17260/13385/22418/210094/210293/20351/18750/16981/13841/14362/99633/19876/319387/75409/64085","GO:0051963","GO:0051963","GO:0051963","regulation of synapse assembly","regulation of synapse assembly","regulation of synapse assembly",0.950275750514593,0.796290318945477,0.0989285642613332,-2.78997128457217,-1.1143618980195,FALSE,TRUE,FALSE,"20563/235106/14362/11603/399558/64085/53413/217692/22359/71228/238130/13631/99633/15529/24088/22192/14739/108155/68585/223254/21826/72621/378937/11820/11845/208643/17755/13640/330662/56376/29819/70237/74117/234664/320840/105827/225875/14083/259302/19249",-0.16867086181973,2.6006234053509,-2.76929426717063,0.16867086181973,2.6006234053509,2.76929426717063,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0003176","aortic valve development","either",0.05,"shared negative",-0.16597307967017,0.16597307967017,-1.63744636479226,-1.80341944446243,0.335232901900251,0.0323106187209161,"14462/100952/18018/20564/17130/21938/19876/268902/14463/12006/18128/20682","20563/14462/22160/20682/20564/17130/100952/18128/12006/268902/19876","GO:0003176","GO:0003176","GO:0003176","aortic valve development","aortic valve development","aortic valve development",1.17415222350974,0.573389557088864,0.241550220946529,-1.49065472553213,-0.47465336351286,FALSE,TRUE,FALSE,"20563/20564/19664/21937/19645/23794/100952/21813/22160/14462/12156/21803",-0.16597307967017,2.811598588302,-2.97757166797217,0.16597307967017,2.811598588302,2.97757166797217,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0045686","negative regulation of glial cell differentiation","either",0.05,"shared negative",-0.16552110134613,0.16552110134613,-1.84531970415641,-2.01084080550254,0.152403274777865,0.00858941130114058,"18109/230674/76441/12387/15205/217166/15904/235402/107503/18015/18128/103743","83433/217166/12387/107503/18128/235402/15904/103743","GO:0045686","GO:0045686","GO:0045686","negative regulation of glial cell differentiation","negative regulation of glial cell differentiation","negative regulation of glial cell differentiation",-1.21218063019052,0.535524007862993,-0.271221054713164,-2.06603660071211,-0.817005700957861,FALSE,TRUE,FALSE,"14184/13392/13389/12159/63953/217166",-0.16552110134613,0.63313907396589,-0.79866017531202,0.16552110134613,0.63313907396589,0.79866017531202,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0050673","epithelial cell proliferation","either",0.05,"shared negative",-0.16393201086578,0.16393201086578,-1.4406613175864,-1.60459332845218,0.158700412618992,0.0077549430744208,"18591/11819/15235/240185/22341/22337/22433/20474/23967/20356/80748/12399/18102/14824/21803/404710/11799/54375/67661/13866/14645/12387/15530/21809/81896/15205/14183/12608/14462/17260/12192/22410/12578/217166/68992/18129/15473/13924/235505/18133/106795/22418/15117/20848/72043/13617/66214/19014/20315/14632/18103/22084/20850/20692/14461/353156/16568/14182/74370/11541/78757/20913/19876/13132/71093/11622/14451/94352/18015/15901/13649/110351/18750/20666/13655/13601/18612/26365/13123/18128/19274/16010/20682/14254/16009/20296/20317","94352/22433/13924/22410/15473/12399/14462/18129/14645/21808/18612/78757/11541/12361/94275/22160/23967/20913/69683/15234/20356/20848/404710/240725/20850/20682/217166/11799/74370/80748/16392/12192/20692/54375/12387/66214/16009/21809/15901/268857/17260/19274/18128/13132/22418/20315/18133/71093/11835/353156/14461/11622/13655/18750/13123/16010/235505/19876/14254/72043/20666/14451/26365/15117/20296/13617/13601/20317","GO:0050673","GO:0050673","GO:0050673","epithelial cell proliferation","epithelial cell proliferation","epithelial cell proliferation",1.23934016263752,0.27987608490383,0.553034209922664,-2.11042138580082,-0.799421944083725,FALSE,TRUE,FALSE,"20692/20317/14451/74155/22337/16010/14178/12361/11819/19275/26396/26903/13874/15901/67996/20356/14609/15234/12567/17387/20846/12490/16009/73447/67661/15364/54616/245866/71093/21814/18148/22601/11651/70465/319757/20852/80748/15902/56213/19242/12554/20254/13866/68585/74370/59287/12443/13655/20315/13601/12837/69683/12444/50721/12050/268857/26395/13039/15461/240185/19645/75605/18176/11835/81896/94352/19164/13123/21821/94275/22084/22339/12028/108655/66214/72043/18612/20913/23938/68992/12608/16568/353156/18570/12540/67561",-0.16393201086578,2.68000148022392,-2.8439334910897,0.16393201086578,2.68000148022392,2.8439334910897,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0006805","xenobiotic metabolic process","either",0.05,"shared negative",-0.15725316674993,0.15725316674993,-1.66777095443462,-1.82502412118455,0.233110915726087,0.0386457036550229,"99586/74134/68021/14860/11761/14863/68312/11622/14923/13110/11669/56448/14862/269823","76654/12972/235674/14860/27973/14866/74134/11761/14865/99586/269823/14863/68312/14923/11669/14862/11622/68021/56448/13110","GO:0006805","GO:0006805","GO:0006805","xenobiotic metabolic process","xenobiotic metabolic process","xenobiotic metabolic process",1.58674332529086,0.139835313145183,0.854383140697198,-1.41289878072701,-0.632437389591348,FALSE,TRUE,FALSE,"14873/14870/67768/14923/12972/113868/69719/68312/28253/68021/269823/18754/14869/394435/13078/14863/26450/22017/14865/56448",-0.15725316674993,3.25451427972548,-3.41176744647541,0.15725316674993,3.25451427972548,3.41176744647541,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060119","inner ear receptor cell development","either",0.05,"shared negative",-0.14694440424724,0.14694440424724,-1.70290608573069,-1.84985048997793,0.178759013870999,0.0208153027908516,"70615/109181/73750/239250/93840/27419/55978/110789/15205/18472/216560/57265/16568/14182/67042/68588/105782/110253","20971/218756/27419/76260/109181/70615/216560/55978/244152/93840/110789/16568/15205/18472/329628/14182/193385/67042/105782/57265/239250/110253/68588","GO:0060119","GO:0060119","GO:0060119","inner ear receptor cell development","inner ear receptor cell development","inner ear receptor cell development",-0.763263499278317,0.939263874747746,-0.0272123808460227,-1.68161726724468,-0.747732049802487,FALSE,TRUE,FALSE,"93840/224796/100503041/73750/20971/232089/26941/97031",-0.14694440424724,0.939642586452373,-1.08658699069961,0.14694440424724,0.939642586452373,1.08658699069961,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060033","anatomical structure regression","either",0.05,"shared negative",-0.14241937401035,0.14241937401035,-1.8194142870603,-1.96183366107065,0.185078496624603,0.0153448652275932,"14633/22422/14632/70445/16842/14254","17129/55994/16842/14254/70445","GO:0060033","GO:0060033","GO:0060033","anatomical structure regression","anatomical structure regression","anatomical structure regression",-1.60764303679204,0.201337269605136,-0.696075825281914,-1.81403692158013,-0.732644036891456,FALSE,TRUE,FALSE,"11705/16973/55994/14254/14632",-0.14241937401035,0.21177125026826,-0.35419062427861,0.14241937401035,0.21177125026826,0.35419062427861,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0019395","fatty acid oxidation","either",0.05,"shared negative",-0.13612266493665,0.13612266493665,-1.55107991533158,-1.68720258026823,0.212334369362773,0.0323169801131152,"216190/71985/23986/338350/51798/20280/56357/15488/56717/14077/97212/52430/66948/100705/80911/13177/216188/19299/12896/11430/66841/110826/52665/216136/11666/72129/71767/13350/18984/114886/67460/105787/12894/11370/52538/20524/11529/26874/20682","11532/76574/11430/20280/56690/19017/110842/14077/66948/235674/53322/23986/12896/12894/110826/216188/11666/52665/52430/15107/216136/67460/22160/19299/216190/66841/105787/13350/20682/51798/114886/52538/11370/71767/18984/20524/26874/11529","GO:0019395","GO:0019395","GO:0019395","fatty acid oxidation","fatty acid oxidation","fatty acid oxidation",1.41292529520605,0.221883750181077,0.653874502477788,-1.49056922900779,-0.672979703353993,FALSE,TRUE,FALSE,"12870/67800/11529/74114/51798/11409/230784/216188/67460/11651/66885/18634/15108/231086/113868/11532/93747/11370/16922/23986/110842/110446/433256/52538/11666/20524/15107/52665/93732/216136/56717/19299/52430/22160/12896/26874/110826/68465/80911",-0.13612266493665,2.96400521053763,-3.10012787547428,0.13612266493665,2.96400521053763,3.10012787547428,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0042472","inner ear morphogenesis","either",0.05,"shared negative",-0.12949058592894,0.12949058592894,-1.64826262348882,-1.77775320941776,0.185078496624603,0.0323169801131152,"14633/14183/14462/21417/216560/22418/21386/57265/20692/14461/216274/12814/14182/68588/105782/241226/110253/109934/20204/13543/20682","13543/14182/76365/12814/14462/193385/231070/20682/21417/20692/105782/15228/57265/20204/239250/22418/110253/21386/14461/109934/68588/241226","GO:0042472","GO:0042472","GO:0042472","inner ear morphogenesis","inner ear morphogenesis","inner ear morphogenesis",-1.33127763456034,0.240370533154191,-0.61911877324545,-1.49056922900779,-0.732644036891456,FALSE,TRUE,FALSE,"72999/20682/93840/320790/224796/216274/100503041/21385/73750/231070/26564/20471/21417/110279/320398/18423/58235/14048/18124/26941/97031/17920/14461/20474/17910",-0.12949058592894,0.31698498892848,-0.44647557485742,0.12949058592894,0.31698498892848,0.44647557485742,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0003007","heart morphogenesis","either",0.05,"shared negative",-0.12490228947716,0.12490228947716,-1.42353603620166,-1.54843832567882,0.261438421527421,0.031837380817192,"16476/13590/20563/21812/93840/16392/17300/17127/18764/63958/27419/11490/21803/13609/17069/22003/67661/12387/15205/71175/14183/277939/14462/17260/18129/18018/20190/14042/233651/22418/20602/15117/21386/20181/66513/13617/19014/328365/50768/77044/57265/14362/20564/12831/17130/12814/320878/14387/16568/15227/67784/77446/20613/19876/11622/67888/19401/11600/268902/14463/12006/20666/215798/13543/18128/20682","93840/20586/19401/20181/71175/16568/15205/68585/106042/22762/17300/18186/329628/13543/66993/11490/21677/77044/19014/116701/233651/20563/12814/17069/20190/14462/18129/21808/22160/12831/13731/17999/22003/20682/16392/15227/12387/14387/20564/77446/67784/17130/57265/14042/66513/17260/18128/20613/22418/11600/21386/11622/320878/67888/12006/14362/13609/268902/19876/20666/215798/15117/13617","GO:0003007","GO:0003007","GO:0003007","heart morphogenesis","heart morphogenesis","heart morphogenesis",1.10761767623977,0.565843532292786,0.247303643822688,-1.49706266780085,-0.582630587256003,FALSE,TRUE,FALSE,"20563/20564/13731/77446/14362/243853/399558/17069/14609/66923/18186/19664/21677/18764/17999/67661/245866/21814/22601/192176/319757/15902/68585/16971/269878/50721/76779/57342/27419/215798/18569/13846/23794/19164/21821/22339/224640/20586/329628/11600/20677/21813/20602/15227/16568/12540/12814/11490/56717/15251",-0.12490228947716,2.53115371244143,-2.65605600191859,0.12490228947716,2.53115371244143,2.65605600191859,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0022612","gland morphogenesis","either",0.05,"shared negative",-0.1192448967698,0.1192448967698,-1.59124073666835,-1.71048563343815,0.152403274777865,0.025563273417222,"18591/15235/22337/21803/21809/14633/14183/12578/21817/18129/22418/21386/20181/19014/18844/20850/20346/15904/14182/67784/12305/19876/19411/11622/13649/105782/18612/13123/18128/20682/20296","19014/14182/12305/12578/20563/18129/21808/18612/15234/240725/20850/21817/104156/20682/18844/105782/67784/21809/19411/12977/18128/22418/11835/21386/11622/13123/19876/15904/20296","GO:0022612","GO:0022612","GO:0022612","gland morphogenesis","gland morphogenesis","gland morphogenesis",0.952074539623546,0.776698386558826,0.109747597007596,-1.59238353486372,-0.817005700957861,FALSE,TRUE,FALSE,"20563/22337/14178/21923/20346/18186/15234/12333/20852/12977/17698/104156/75605/11835/56711/13123/12028/65960/20779/18612/21813",-0.1192448967698,2.5433152762919,-2.6625601730617,0.1192448967698,2.5433152762919,2.6625601730617,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0007611","learning or memory","either",0.05,"shared negative",-0.11804055435272,0.11804055435272,-1.39207356320475,-1.51011411755747,0.246673888338879,0.0391669014872904,"242202/98388/70207/94245/14281/20983/12608/18574/66860/22142/17260/76457/66259/666173/104111/14811/18472/108073/11548/22333/20238/70237/12038/18032/14266/20614/13653/20393/382056/20418/17380/14534/217124/218038/328572/17967/21833/195018/11622/223921/18003/18015/11838/13649/18750/241226/14168/104027/13123/210274/64085/17754/14799/20317","18472/17754/18174/56457/14815/16875/238871/14281/18015/16402/20238/11514/11820/666173/13653/11785/195018/70237/328572/53328/15357/14811/65106/22333/22142/14534/53418/19088/210274/11548/20418/76457/83433/20983/23821/217124/12038/104111/108073/110876/18574/18003/14266/17260/223921/21833/98388/11622/18750/13123/104027/11838/14168/20393/17380/17967/64085/241226/20317/14799","GO:0007611","GO:0007611","GO:0007611","learning or memory","learning or memory","learning or memory",0.900480712186367,0.867858151270238,0.0615512531124802,-1.40708078434181,-0.607876820313761,FALSE,TRUE,FALSE,"26570/20317/225870/14799/64085/22142/53418/20897/101489/22335/14751/241226/12568/17250/19224/19225/73181/24088/19165/238871/74653/19242/21983/59287/67979/18003/12444/18795/12288/16819/218038/12227/19088/18472/11820/22333/14534/104111/666173/19164/13123/16526/233489/23802/55978/70237/11350/12608/14281/68667/56717/15251/21333/104027/218461/18203/11838",-0.11804055435272,2.29255427539112,-2.41059482974384,0.11804055435272,2.29255427539112,2.41059482974384,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030850","prostate gland development","either",0.05,"shared negative",-0.11783239551442,0.11783239551442,-1.70901427264628,-1.8268466681607,0.174595654431293,0.0339974816855872,"12387/14633/14183/22418/20181/14632/20850/15904/19411/11622/19401/13123/18128/20682/20317","240725/20850/20682/12387/19411/18128/22418/11835/11622/13123/15904/20317","GO:0030850","GO:0030850","GO:0030850","prostate gland development","prostate gland development","prostate gland development",-0.763423297700222,0.931174439193705,-0.0309689539457825,-1.4685532515036,-0.757966569794231,FALSE,TRUE,FALSE,"22215/19156/11789/12159/14632",-0.11783239551442,0.945590974946058,-1.06342337046048,0.11783239551442,0.945590974946058,1.06342337046048,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0034440","lipid oxidation","either",0.05,"shared negative",-0.1009440285105,0.1009440285105,-1.59613872810958,-1.69708275662008,0.185923780228271,0.031837380817192,"216190/71985/23986/338350/51798/20280/56357/15488/109778/56717/14077/97212/52430/66948/100705/80911/13177/216188/19299/12896/11430/66841/110826/52665/216136/11666/72129/71767/13350/18984/114886/67460/105787/12894/11370/52538/20524/11529/27226/26874/20682","11532/76574/11430/20280/56690/19017/110842/14077/66948/235674/53322/23986/12896/12894/110826/216188/11666/52665/52430/15107/216136/67460/22160/19299/216190/66841/105787/13350/20682/51798/114886/52538/11370/71767/18984/20524/26874/27226/11529","GO:0034440","GO:0034440","GO:0034440","lipid oxidation","lipid oxidation","lipid oxidation",1.45965704481361,0.162149352014731,0.790084782525939,-1.49706266780085,-0.730665059063922,FALSE,TRUE,FALSE,"12870/67800/27226/11529/11815/74114/51798/11409/230784/216188/67460/11651/66885/18634/15108/231086/113868/11532/93747/11370/16922/23986/110842/110446/433256/52538/11666/20524/666704/15107/52665/93732/216136/56717/19299/52430/22160/12896/26874/110826/68465/80911",-0.1009440285105,3.05579577292319,-3.15673980143369,0.1009440285105,3.05579577292319,3.15673980143369,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0072001","renal system development","either",0.05,"shared negative",-0.09738490855587,0.09738490855587,-1.59003870401817,-1.68742361257404,0.0526727049135714,0.00208700219600283,"20563/21812/93840/17300/17127/18764/211401/20897/12125/18605/382985/18131/18591/107817/14118/55978/83429/20474/23967/231214/21803/94245/12387/15205/14633/12349/14183/15184/14462/17260/18541/11421/216805/243931/20750/22422/18129/12359/14042/13003/216560/13841/13838/233651/22418/15117/544696/72043/13617/18073/235041/83675/22084/11898/13653/17380/70350/228357/71770/217011/216274/17130/246221/16568/14182/445007/71602/21853/15227/218476/67784/19876/11764/17395/11622/209039/19401/11600/67042/240025/18015/269152/268902/73692/20666/241226/15903/67937/18596/75691/18128/11826/20682/20317/12931","216274/12349/12028/266781/60595/93840/94245/544696/19401/14013/16568/214133/15205/18514/106042/235041/14173/27205/382985/73692/17300/18186/114249/75691/329628/71770/18015/17869/17129/13653/243931/11826/14182/16194/103468/233651/76365/217011/218476/15184/20563/11764/14462/18129/83675/21808/94275/23967/13036/19055/246221/55994/240025/240725/20682/66725/67042/23908/15227/12387/17395/21853/67784/17130/445007/14042/209039/17260/13003/18128/22418/11600/20750/16878/11622/269152/13841/11421/18605/268902/17380/19876/71602/72043/20666/67937/15117/11898/18596/15903/13617/12931/241226/20317","GO:0072001","GO:0072001","GO:0072001","renal system development","renal system development","renal system development",1.13423184879163,0.526433382911808,0.278656578446733,-2.68047709395735,-1.27841437864509,FALSE,TRUE,FALSE,"11475/20563/20317/20750/66725/12826/14118/15903/18263/13003/20897/18186/12931/20846/12490/23892/218476/18764/241226/71228/22393/22601/11898/83675/319757/15902/76260/231214/217011/16348/110446/382985/18595/18514/72938/14585/11421/75691/14082/21853/18073/18763/114249/21821/94275/22084/22339/16878/12028/11826/55978/72043/329628/18004/11600/20677/13797/103213/15227/16568/14633/11609/226548/109674/71785",-0.09738490855587,2.7242705528098,-2.82165546136567,0.09738490855587,2.7242705528098,2.82165546136567,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0021537","telencephalon development","either",0.05,"shared negative",0.0916249957051001,0.0916249957051001,-1.64458809938076,-1.55296310367566,0.0451519277102368,0.0235998522696683,"12387/14281/15205/233064/22142/235180/235439/18541/666173/83431/18472/14042/13637/67760/74762/22418/20602/22594/12569/72129/77579/18032/18293/20315/328365/22151/218194/20481/17380/73710/14534/20346/76510/217124/12825/237847/52683/545428/18846/22272/16568/15904/14182/13845/16874/107503/57810/19876/19401/18015/268902/13649/105387/16842/75409/320165/14168/11826/14799","19401/58234/668158/16568/15205/18472/68585/20674/20187/16565/14281/329628/18015/71877/67760/22594/14745/666173/18080/545428/11826/14182/12569/14766/67263/218194/20563/59058/22142/14534/76510/74762/217124/22272/235180/13845/66725/18846/12387/237847/110876/15228/12825/107503/14042/52683/22151/22418/20315/105387/16874/73710/14168/268902/16842/17380/19876/75409/15904/14799","GO:0021537","GO:0021537","GO:0021537","telencephalon development","telencephalon development","telencephalon development",1.05068387131152,0.661402279819143,0.179534312429321,-1.62709071561755,-1.34532370324534,FALSE,TRUE,TRUE,"26570/20563/66725/18846/14799/22142/20346/20361/224045/20525/228662/12568/15452/12825/17250/68273/16565/12176/108147/57752/70223/319757/57810/15902/76260/217734/68585/76510/67760/20315/235180/18795/223697/18080/12227/67203/18472/19384/67378/59058/14534/666173/20481/19164/21821/12028/11826",0.0916249957051001,2.69527197069228,-2.60364697498718,0.0916249957051001,2.69527197069228,2.60364697498718,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0050680","negative regulation of epithelial cell proliferation","either",0.05,"shared negative",-0.0844682715637299,0.0844682715637299,-1.69720010096626,-1.78166837252999,0.0770544023287449,0.00858941130114058,"52615/21812/16392/211401/11819/22337/12399/21803/67661/81896/14183/14462/17260/22410/12578/15473/235505/22418/66214/19014/22084/20692/19876/13132/71093/11622/14451/18015/110351/18612/26365/19274/20682/14254/20296/20317","19014/110351/12578/22410/15473/12399/14462/21808/18612/12361/94275/240725/20682/16392/20692/66214/268857/17260/19274/13132/22418/71093/11835/11622/235505/19876/14254/14451/26365/20296/20317","GO:0050680","GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","negative regulation of epithelial cell proliferation","negative regulation of epithelial cell proliferation",1.15794334487007,0.521822436591796,0.28247725164721,-2.06603660071211,-1.11320254380521,FALSE,TRUE,FALSE,"20692/20317/14451/22337/12361/11819/14609/20846/73447/67661/245866/71093/21814/18148/70465/319757/19242",-0.0844682715637299,2.85514344583633,-2.93961171740006,0.0844682715637299,2.85514344583633,2.93961171740006,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0001822","kidney development","either",0.05,"shared negative",-0.08337590595152,0.08337590595152,-1.61462100215034,-1.69799690810186,0.0451519277102368,0.00175754258588763,"20563/21812/93840/17300/17127/18764/211401/20897/12125/18605/382985/18131/18591/107817/14118/55978/83429/20474/23967/231214/21803/94245/12387/15205/14633/12349/14183/14462/17260/18541/11421/216805/243931/20750/22422/18129/12359/14042/13003/216560/13841/13838/233651/22418/15117/544696/72043/13617/18073/235041/83675/22084/11898/13653/17380/70350/228357/71770/217011/216274/17130/246221/16568/14182/445007/71602/21853/218476/67784/19876/11764/17395/11622/209039/19401/11600/67042/240025/18015/269152/268902/73692/20666/241226/15903/67937/18596/75691/18128/11826/20682/20317/12931","216274/12349/12028/266781/60595/93840/94245/544696/19401/16568/214133/15205/18514/235041/14173/27205/382985/73692/17300/18186/114249/75691/329628/71770/18015/17869/17129/13653/243931/11826/14182/16194/103468/233651/217011/218476/20563/11764/14462/18129/83675/21808/94275/23967/13036/19055/246221/55994/240025/240725/20682/66725/67042/23908/12387/17395/21853/67784/17130/445007/14042/209039/17260/13003/18128/22418/11600/20750/16878/11622/269152/13841/11421/18605/268902/17380/19876/71602/72043/20666/67937/15117/11898/18596/15903/13617/12931/241226/20317","GO:0001822","GO:0001822","GO:0001822","kidney development","kidney development","kidney development",1.09038214360288,0.584797297297297,0.232994643183545,-2.75509414306948,-1.34532370324534,FALSE,TRUE,TRUE,"11475/20563/20317/20750/66725/14118/15903/18263/13003/20897/18186/12931/20846/12490/23892/218476/18764/241226/71228/22393/22601/11898/83675/319757/15902/231214/217011/16348/110446/382985/18595/18514/72938/14585/11421/75691/14082/21853/18073/18763/114249/21821/94275/22084/22339/16878/12028/11826/55978/72043/329628/18004/11600/20677/103213/16568/14633/11609/226548/109674/71785/14042/11746/266781/16416/18596/209039/14173/14462/12156",-0.08337590595152,2.70500314575322,-2.78837905170474,0.08337590595152,2.70500314575322,2.78837905170474,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0003205","cardiac chamber development","either",0.05,"shared negative",-0.0828026002875399,0.0828026002875399,-1.53497837296047,-1.61778097324801,0.178759013870999,0.0340023839638047,"20563/21812/93840/16392/17300/63958/20897/27419/21803/17069/22003/12387/15531/15205/14183/14462/17260/18129/18018/22418/21386/20181/66513/77579/13617/19014/103806/57265/14362/71770/20564/17168/17130/12814/15227/67784/77446/19876/11622/16576/19401/268902/14463/73692/20666/215798/18128/109676","266781/93840/20586/19401/20181/15205/73692/22762/17300/18186/15531/71770/66993/59288/19014/116701/74868/20563/12814/17069/14462/18129/21808/22003/17168/16392/15227/12387/20564/77446/67784/17130/57265/66513/17260/18128/22418/16576/21386/11622/14362/268902/19876/20666/215798/13617/109676","GO:0003205","GO:0003205","GO:0003205","cardiac chamber development","cardiac chamber development","cardiac chamber development",0.853238952253932,0.909143246723733,0.04136768293828,-1.4684906327804,-0.747732049802487,FALSE,TRUE,FALSE,"20563/20564/77446/14362/17069/20897/18186/19664/17168/21814/268977/319757/15902/16971/57342/27419/215798/109676/16911/21821/16526/20586/20677/21813/15227/12814/103806/15251",-0.0828026002875399,2.3882173252144,-2.47101992550194,0.0828026002875399,2.3882173252144,2.47101992550194,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0008347","glial cell migration","either",0.05,"shared negative",0.07861889711493,0.07861889711493,-1.82465122650226,-1.74603232938733,0.114967221761907,0.0323562210627557,"18472/13003/13838/12257/12569/328365/12825/14268/105782/20312/17181/18858/20296/216616","12568/328365/14268/121021/18472/68585/14102/12569/14766/21808/83433/12257/12387/105782/15228/12825/235106/12977/13003/18858/18605/20296/17181/20312","GO:0008347","GO:0008347","GO:0008347","glial cell migration","glial cell migration","glial cell migration",1.51202676565269,0.162530017130791,0.789066418867397,-1.49004220607789,-0.939425963446927,FALSE,TRUE,FALSE,"235106/17181/13003/17387/12568/12825/18438/12257/20312/22352/14268/12977/68585/76893/16971/223697/269951/18472/19263",0.07861889711493,3.33667799215495,-3.25805909504002,0.07861889711493,3.33667799215495,3.25805909504002,"mixed or incomplete"
