"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","Reactome","Transmission across Chemical Synapses","Transmission across Chemical Synapses","either",0.05,"opposite direction",-2.3965550580389,2.3965550580389,1.01026796425518,-1.38628709378372,0.82300197181091,0.026133288014539,"20512/12361/23859/20112/52163/14799/12286/207565/67760/14701/18795/14806/19088/19084/14693/14708/16518/104111/13821/108058","783/7846/108/140679/10369/26960/2899/5573/3765/8573/1135/10815/6511/774/7280/2906/2567/8497/6844/6197/801/9256/160/111/23236/55327/1103/2903/2902/3084/6539/5568/6532/818/777/5864/27020/3265/2771/2773/1741/9463/1137/2891/27163/5331/5571/55799/53632/6531/2783/2901/196883/817/3759/80086/1740/161/5562/6812/10382/6714/112/347688/2036/8536/5595/4128/784/5577/217/7277","R-HSA-112315","R-MMU-112315","Transmission across Chemical Synapses","Transmission across Chemical Synapses",-1.58280594516224,0.0845991242706321,TRUE,FALSE,-2.3965550580389,2.3965550580389,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by TGF-beta Receptor Complex","Signaling by TGF-beta Receptor Complex","either",0.05,"opposite direction",-2.39424176679406,2.39424176679406,0.923875492027281,-1.47036627476678,0.921843116538744,0.0381718861595643,"14118/241226/16419/21814/21815/268977/16998/22192/75788/13559/108075/216080/16997/26417/21813/20602","1025/4054/4221/51592/904/4089/9958/3726/50855/7321/5494/9611/1024/7050/7043/5501/9110/2033/8239/10273/4052/5595/5499/7049","R-HSA-170834","R-MMU-170834","Signaling by TGF-beta Receptor Complex","Signaling by TGF-beta Receptor Complex",-1.41825638004429,0.0353429828713615,TRUE,FALSE,-2.39424176679406,2.39424176679406,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Processing of Capped Intron-Containing Pre-mRNA","Processing of Capped Intron-Containing Pre-mRNA","either",0.05,"opposite direction",2.36242410894592,2.36242410894592,-1.76716419280381,0.595259916142105,8.2878577444323e-05,1,"67197/28035/210529/53317/66070/69833/56194/68598/67958/101943/21681/69241/108121/20630/28000/70052/83410/66354/64340/73666/68592/269966/66101/75210/13684/69192/53319/433702/66642/67480/83486/67285/227707/68816/60321/22186/320632/209416/70699/192160/67039/19826/53379/94315/71713/27967/69757/69207/67465/212880/20220/18949/107939/54188/70044/237859/13204/76479/56258/69482/54723/24010/73826/98758/192159/209003/330361/67337/193116/67332/19205/227720/98053/67418/69823/67797/66801/22190/231329/60365/66118/19647/74255/67678/545085/67710/74320/66877/51796/72198/20641/238831/17149/208768/108160/70767/27366/68879/74737/228410/68183/18141","10762/7919/9883/55746/6637/3178/23636/11097/51634/9128/56339/27316/10921/348995/3183/23658/6233/6936/27336/57461/8175/9939/5439/23225/6429/10189/57122/6631/6627/22916/11066/51645/55702/7884/26017/5433/2963/84081/84321/10081/10212/23279/22985/6638/53981/84248/84950/9818/5441/6625/51690/163859/1477/23020/10946/199746","R-HSA-72203","R-MMU-72203","Processing of Capped Intron-Containing Pre-mRNA","Processing of Capped Intron-Containing Pre-mRNA",0,-4.08155771191089,FALSE,TRUE,2.36242410894592,2.36242410894592,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Platelet homeostasis","Platelet homeostasis","either",0.05,"opposite direction",-2.35230982747616,2.35230982747616,0.807414049717623,-1.54489577775854,1,0.0298505462407066,"18573/109552/228139/53313/14701/23984/14693/14708/18783/14688/14696/225849/14706","2778/5138/338/50940/801/490/10335/5027/5528/5518/5025/488/487/2783/492/7804/5777/5526/5519/3710/5321/5593/5515/27345/5525/3708","R-HSA-418346","R-MMU-418346","Platelet homeostasis","Platelet homeostasis",-1.52504771722627,0,TRUE,FALSE,-2.35230982747616,2.35230982747616,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Epigenetic regulation by WDR5-containing histone modifying complexes","Epigenetic regulation by WDR5-containing histone modifying complexes","either",0.05,"opposite direction",-2.35112049643302,2.35112049643302,0.850152293968144,-1.50096820246488,0.996844603983326,0.0191863524283227,"23808/15270/108155/68024/228714/21372/14534/51812/108946/20602/11350/75812/75565/15183/217031/232440","57678/8348/5469/4297/8344/51230/8368/26009/8363/284058/51105/1050/6907/8085/84246/10445/51003/8341/4221/653604/55617/8473/7403/63924/8841/9969/123/9611/84661/8331/10499/5166/8338/90390/1024/1020/2648/9968/2033/9282/8850/2167/54934","R-HSA-9917777","R-MMU-9917777","Epigenetic regulation by WDR5-containing histone modifying complexes","Epigenetic regulation by WDR5-containing histone modifying complexes",-1.71700758236839,0.00137253766881647,TRUE,FALSE,-2.35112049643302,2.35112049643302,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Switching of origins to a post-replicative state","Switching of origins to a post-replicative state","either",0.05,"opposite direction",-2.32466282544549,2.32466282544549,0.564132704229333,-1.76053012121616,1,0.00349193955351279,"26444/59008/52206/50793/59029/69957/18393/216080/19181/217232/19167/19173/67089/52717/17222/26965/17463/17220/22123/26441/19170/70247/78294/56371","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/8454/7979/4175/5694/5717/5689/5701/9978/5686/5709/5691/29945/5707","R-HSA-69052","R-MMU-69052","Switching of origins to a post-replicative state","Switching of origins to a post-replicative state",-2.45693328266494,0,TRUE,FALSE,-2.32466282544549,2.32466282544549,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Muscle contraction","Muscle contraction","either",0.05,"opposite direction",-2.29921218814565,2.29921218814565,0.798779561091569,-1.50043262705408,1,0.0109260388349602,"11475/98932/109552/16419/22004/22352/53313/12288/229709/65973","801/490/480/10398/476/7134/103910/53822/4882/8911/338567/6261/818/25802/1674/483/5058/51305/301/488/72/487/10089/6324/89/492/817/3759/7431/4881/7273/58498/3710/204851/10768/775/8850/3708/217/4311/58/4629/59","R-HSA-397014","R-MMU-397014","Muscle contraction","Muscle contraction",-1.96153726018434,0,TRUE,FALSE,-2.29921218814565,2.29921218814565,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by Nuclear Receptors","Signaling by Nuclear Receptors","either",0.05,"opposite direction",-2.2840292278678,2.2840292278678,0.829944249203702,-1.4540849786641,1,0.00696847358408204,"228026/13874/11651/12903/17392/20182/241452/14701/68024/235339/28200/15461/59035/13610/14693/14708/18597/20416/21372/26417/81601/235459/18706/20779/20602/18709/11303/236900/14688/12400/15183/14083/14696/68268/14706/11839","8337/6667/7391/8294/6256/57690/8359/8204/2790/64240/3021/8312/27329/1655/5440/857/10498/5914/4846/2625/1105/8355/1027/4343/9249/6319/5163/5241/333932/5438/3020/8362/5161/1737/64241/2171/57678/8348/5469/4609/5435/8344/5430/801/8368/5431/3065/1738/8363/6258/7376/10524/865/6907/9682/1025/5481/4314/3265/8341/2771/2773/653604/904/6720/27327/3169/6722/596/5885/29116/10735/8841/2783/10170/9611/55818/9166/8331/10499/4313/4318/5166/8338/2099/1386/5747/6714/26523/5295/5290/2033/5160/6387/27161/5165/23112/8850/5595/5916","R-HSA-9006931","R-MMU-9006931","Signaling by Nuclear Receptors","Signaling by Nuclear Receptors",-2.15686234193202,0,TRUE,FALSE,-2.2840292278678,2.2840292278678,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Cyclin E associated events during G1/S transition","Cyclin E associated events during G1/S transition","either",0.05,"opposite direction",-2.27266928663355,2.27266928663355,0.761654679888907,-1.51101460674464,1,0.0426321766340047,"12567/26444/11651/59029/12443/19645/12572/19181/19167/19173/67089/26965/17463/22123/26441/19170/70247/78294","5687/5704/4609/902/5690/10213/5719/5685/5684/5718/11047/8454/7979/5694/5717/4149/5689/5701/5686/5709/5691/5707","R-HSA-69202","R-MMU-69202","Cyclin E associated events during G1/S transition","Cyclin E associated events during G1/S transition",-1.37026249339075,0,TRUE,FALSE,-2.27266928663355,2.27266928663355,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","mRNA Splicing - Major Pathway","mRNA Splicing - Major Pathway","either",0.05,"opposite direction",2.27042816608491,2.27042816608491,-1.79504435120284,0.475383814882073,0.000178724730524946,1,"28035/53317/66070/69833/56194/67958/101943/21681/69241/108121/20630/28000/70052/66354/64340/68592/66101/69192/433702/66642/67480/83486/67285/227707/68816/60321/320632/209416/192160/67039/19826/53379/94315/71713/27967/69757/69207/67465/212880/20220/18949/237859/13204/76479/56258/54723/24010/98758/192159/209003/330361/193116/67332/19205/98053/67418/66801/231329/60365/74255/67678/545085/67710/66877/51796/72198/20641/238831/17149/208768/108160/70767/27366/68879/68183","7919/6637/3178/51634/9128/27316/10921/3183/23658/6936/27336/57461/8175/9939/5439/6429/10189/6631/6627/22916/51645/55702/26017/5433/2963/84081","R-HSA-72163","R-MMU-72163","mRNA Splicing - Major Pathway","mRNA Splicing - Major Pathway",0,-3.74781534907576,FALSE,TRUE,2.27042816608491,2.27042816608491,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of mRNA stability by proteins that bind AU-rich elements","Regulation of mRNA stability by proteins that bind AU-rich elements","either",0.05,"opposite direction",-2.26184136438016,2.26184136438016,0.681159249206631,-1.58068211517353,1,0.0288121766784313,"26444/11651/18458/59029/22631/208643/19181/19167/54401/19173/67089/17463/15481/22123/26441/19170/70247/78294/12192/56086/70640/19184","5690/10213/5719/5685/5684/5580/5718/11047/7979/5694/5717/26986/5689/5701/5686/5709/5691/5707","R-HSA-450531","R-MMU-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","Regulation of mRNA stability by proteins that bind AU-rich elements",-1.5404239307608,0,TRUE,FALSE,-2.26184136438016,2.26184136438016,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Neddylation","Neddylation","either",0.05,"opposite direction",-2.25006563118708,2.25006563118708,0.785950808870973,-1.46411482231611,1,0.0155658614460289,"26893/26444/217365/98193/30839/22192/13194/14154/76454/99375/216233/59029/78889/83962/26572/50868/26374/12702/50762/216080/399566/19181/18024/233805/67673/67455/54607/67731/75717/231672/19167/73828/56468/15251/71745/19173/67089/224023/142688/26965/68431/240263/114893/17463/71778/53312/72194/56550/66105/13819/101358/75763/26894/76863/22123/99311/26441/230904/19170/70247/78294","23412/144699/9306/7323/51676/79791/5687/80204/5704/11275/9040/55884/56929/9318/55827/8453/6923/25879/23038/5690/140461/50813/10213/5719/5685/5684/55294/26234/5718/8452/150684/139285/114907/84261/23369/10072/11047/9820/7321/8454/8878/10489/7979/4780/7322/55175/28952/5694/5717/10987/9039/5689/84259/55958/5701/9978/5931/84861/84961/84727/26272/5686/5709/51138/7415/5691/5707/56995/64326/1642","R-HSA-8951664","R-MMU-8951664","Neddylation","Neddylation",-1.80782683958768,0,TRUE,FALSE,-2.25006563118708,2.25006563118708,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","mRNA Splicing","mRNA Splicing","either",0.05,"opposite direction",2.22153412421021,2.22153412421021,-1.76150509354399,0.460029030666219,0.000287388282485735,1,"72654/67197/28035/53317/66070/69833/56194/67958/101943/21681/69241/108121/20630/28000/70052/66354/64340/68592/66101/69192/433702/66642/67480/83486/67285/227707/68816/60321/320632/209416/192160/67039/19826/53379/94315/71713/27967/69757/69207/67465/212880/20220/18949/237859/13204/76479/56258/54723/24010/98758/192159/209003/330361/193116/67332/19205/98053/67418/67797/66801/231329/60365/74255/67678/545085/67710/66877/51796/72198/20641/238831/17149/208768/108160/70767/27366/68879/68183","7919/6637/3178/51634/9128/27316/10921/3183/23658/6936/27336/57461/8175/9939/5439/6429/10189/6631/6627/22916/11066/51645/55702/26017/5433/2963/84081","R-HSA-72172","R-MMU-72172","mRNA Splicing","mRNA Splicing",0,-3.54153094307559,FALSE,TRUE,2.22153412421021,2.22153412421021,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","FOXO-mediated transcription","FOXO-mediated transcription","either",0.05,"opposite direction",-2.1639641581302,2.1639641581302,0.627223762369222,-1.53674039576098,1,0.041449298739879,"11651/22628/22631","4802/3065/1649/91584/84676/5443/65018/6720/114907/4089/10370/4303/9314/2308/10628/2033/57060/8850/694","R-HSA-9614085","R-MMU-9614085","FOXO-mediated transcription","FOXO-mediated transcription",-1.38248281266442,0,TRUE,FALSE,-2.1639641581302,2.1639641581302,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Assembly of the pre-replicative complex","Assembly of the pre-replicative complex","either",0.05,"opposite direction",-2.11673223373241,2.11673223373241,0.661828541164109,-1.4549036925683,1,0.0246427800823435,"26444/59008/52206/50793/59029/69957/18393/216080/19181/217232/19167/19173/67089/52717/17222/17463/17220/22123/26441/19170/70247/78294/56371","51529/5687/8348/5704/8344/8368/8363/5690/10213/5719/5685/5684/8341/10393/653604/5718/8881/51433/11047/64682/7321/29882/7979/8331/4175/5694/8338/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-68867","R-MMU-68867","Assembly of the pre-replicative complex","Assembly of the pre-replicative complex",-1.60831029868646,0,TRUE,FALSE,-2.11673223373241,2.11673223373241,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","CLEC7A (Dectin-1) signaling","CLEC7A (Dectin-1) signaling","either",0.05,"shared negative",-1.90556045614065,1.90556045614065,-0.662921329453589,-2.56848178559424,1,1.17833333333333e-08,"240354/57296/22190/18607/22034/18035/234779","84433/5687/23118/5704/9040/5971/7334/801/4792/5532/1147/5690/10213/5719/5685/4772/5684/5580/5718/11047/7321/8454/7979/4791/7322/5694/5717/9039/5689/5701/4790/6714/5686/5709/3710/4775/5691/10768/5530/5707/3708","R-HSA-5607764","R-MMU-5607764","CLEC7A (Dectin-1) signaling","CLEC7A (Dectin-1) signaling",-7.92873183658675,0,TRUE,FALSE,-1.90556045614065,1.90556045614065,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","C-type lectin receptors (CLRs)","C-type lectin receptors (CLRs)","either",0.05,"shared negative",-1.87560188073542,1.87560188073542,-0.643932292211522,-2.51953417294694,1,1.17833333333333e-08,"240354/57296/22190/18607/22034/17096/18035/234779","84433/5687/23118/5704/9040/5971/7334/801/4792/5532/94025/30835/1147/727897/56667/5690/4583/5568/10213/5719/5685/4772/5684/3265/5580/5718/2534/5058/11047/7321/8454/7979/4791/7322/5694/5717/9039/5689/5701/4790/6714/5686/5709/3710/2033/4775/5691/10768/5530/5707/3708/9252","R-HSA-5621481","R-MMU-5621481","C-type lectin receptors (CLRs)","C-type lectin receptors (CLRs)",-7.92873183658675,0,TRUE,FALSE,-1.87560188073542,1.87560188073542,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Degradation of beta-catenin by the destruction complex","Degradation of beta-catenin by the destruction complex","either",0.05,"shared negative",-1.83759311452582,1.83759311452582,-0.560382974624013,-2.39797608914983,1,4.41069784943712e-07,"21414/22186/360216/23997/56438/212398/57296/22190/21770/26932/21415","5687/5704/3065/1487/5690/10213/5528/5719/5685/5684/5518/7088/5718/139285/166/11047/8454/7979/324/5694/5717/6934/5689/5526/5519/5701/9978/5686/5709/5691/5707/5515/1499/5525","R-HSA-195253","R-MMU-195253","Degradation of beta-catenin by the destruction complex","Degradation of beta-catenin by the destruction complex",-6.35549269212336,0,TRUE,FALSE,-1.83759311452582,1.83759311452582,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Downstream TCR signaling","Downstream TCR signaling","either",0.05,"shared negative",-1.59968838343211,1.59968838343211,-0.721718206057888,-2.32140658949,1,2.77220341014552e-06,"240354/57296/22190/18607/22034/18035/74769","84433/5687/23118/5704/7334/5291/4792/1147/5690/10213/5719/5685/5684/5718/11047/7321/8454/7979/7322/5694/5717/5689/5701/4790/5295/5686/5709/5290/3127/5691/5707/5728","R-HSA-202424","R-MMU-202424","Downstream TCR signaling","Downstream TCR signaling",-5.55717490657729,0,TRUE,FALSE,-1.59968838343211,1.59968838343211,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Activation of NF-kappaB in B cells","Activation of NF-kappaB in B cells","either",0.05,"shared negative",-1.58112448206977,1.58112448206977,-0.504799999743135,-2.08592448181291,1,0.000323883336868328,"22186/23997/18037/240354/57296/22190/18035","5579/4794/5702/5692/84433/5687/5704/4792/1147/5690/10213/5719/5685/5684/5718/11047/8454/7979/5694/5717/5689/5701/4790/5686/5709/5691/5707","R-HSA-1169091","R-MMU-1169091","Activation of NF-kappaB in B cells","Activation of NF-kappaB in B cells",-3.48961139497312,0,TRUE,FALSE,-1.58112448206977,1.58112448206977,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","either",0.05,"shared negative",-1.51771695780178,1.51771695780178,-0.554249027277272,-2.07196598507905,1,0.00097879169478998,"22186/23997/56438/57296/22190/20878","5690/10213/5719/5685/5684/5718/11047/8454/7979/5694/5717/5689/5701/9978/5686/5709/5691/5707","R-HSA-8854050","R-MMU-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",-3.00930972436539,0,TRUE,FALSE,-1.51771695780178,1.51771695780178,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Transcriptional regulation by RUNX2","Transcriptional regulation by RUNX2","either",0.05,"shared negative",-1.4959609238347,1.4959609238347,-0.631045678065759,-2.12700660190046,1,4.20771798340733e-06,"20682/22186/23997/17125/56438/56275/57296/22190/53892/268697/12534","9464/11059/579/5690/865/10213/3958/4094/5719/5685/5684/581/860/5718/4089/8841/3549/11047/8454/7979/4086/5694/5717/5689/5701/2099/9978/6714/9759/5686/5709/10273/5691/650/5707/117581/7291/5595/4322","R-HSA-8878166","R-MMU-8878166","Transcriptional regulation by RUNX2","Transcriptional regulation by RUNX2",-5.3759533758777,0,TRUE,FALSE,-1.4959609238347,1.4959609238347,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","FCERI mediated NF-kB activation","FCERI mediated NF-kB activation","either",0.05,"shared negative",-1.46083377762905,1.46083377762905,-0.771516650849336,-2.23235042847839,1,2.8114878775951e-05,"240354/57296/22190/18607/22034/17096/18035","84433/5687/23118/5704/7334/115727/4792/1147/5690/10213/5719/5685/5684/5718/11047/7321/8454/7979/7322/5694/5717/5689/5701/4790/5686/5709/5691/5707","R-HSA-2871837","R-MMU-2871837","FCERI mediated NF-kB activation","FCERI mediated NF-kB activation",-4.55106378471546,0,TRUE,FALSE,-1.46083377762905,1.46083377762905,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Resolution of Abasic Sites (AP sites)","Resolution of Abasic Sites (AP sites)","either",0.05,"shared positive",1.4604402030562,1.4604402030562,0.597202028177753,2.05764223123395,1,0.000366258226749853,"11792/19718/18294/16881/66979/71726/268395/69745/68240/18207/18974/106344/18972","328/5425/142/7374/4350/11284/6118/8930/2237/10038/79661/54107/4595/6119/5984/5982/252969/6996/5426/7515","R-HSA-73933","R-MMU-73933","Resolution of Abasic Sites (AP sites)","Resolution of Abasic Sites (AP sites)",3.43621261157452,0,TRUE,FALSE,1.4604402030562,1.4604402030562,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Complex IV assembly","Complex IV assembly","either",0.05,"shared positive",1.3995331593915,1.3995331593915,0.665361701490962,2.06489486088246,1,0.000245040004907096,"52469/12862/67388/231430/67899/20930/210582/20463/66272/67044/66343/226139/66142","4514/4513/4512/55744/1349/1345/25994/90639/1347/6341/1337/29090/51204/1353","R-HSA-9864848","R-MMU-9864848","Complex IV assembly","Complex IV assembly",3.61076300750444,0,TRUE,FALSE,1.3995331593915,1.3995331593915,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Mitochondrial translation termination","Mitochondrial translation termination","either",0.05,"shared positive",1.39920491044958,1.39920491044958,1.11127021970856,2.51047513015814,0.667297274056239,1.17833333333333e-08,"27397/69089/68537/67707/66047/68836/66407/69956/67840/27398/64659/67871/121022/65111/56282/211253/107732/94062/66242/67212/118451/67270/353242/69163/66230/19935/66448/27395/50529/18100/66258/56284/94066","4514/4513/4538/4508/4512/4539/4535/4519/4540/5018/11222/64969/7818/4537/23107/55173/90480/60488/51253/55037/64975/128308/51318/9553/4536/740/65003/64963/6150/65080/54998/64983/79590/26284/57129/4509/26589/10573/6182/51021/78988/51264/54516/64968/51263/64979","R-HSA-5419276","R-MMU-5419276","Mitochondrial translation termination","Mitochondrial translation termination",7.92873183658675,0.17568064926095,TRUE,FALSE,1.39920491044958,1.39920491044958,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Degradation of GLI1 by the proteasome","Degradation of GLI1 by the proteasome","either",0.05,"shared negative",-1.37869480417562,1.37869480417562,-0.776617884135979,-2.1553126883116,1,0.000263645588023694,"24069/22186/23997/56438/57296/22190/18222/14632","5690/5568/10213/5719/5685/5684/5718/51684/11047/8454/7979/5694/5717/5689/5701/9978/5686/5709/5691/5707","R-HSA-5610780","R-MMU-5610780","Degradation of GLI1 by the proteasome","Degradation of GLI1 by the proteasome",-3.57897949197142,0,TRUE,FALSE,-1.37869480417562,1.37869480417562,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Fc epsilon receptor (FCERI) signaling","Fc epsilon receptor (FCERI) signaling","either",0.05,"shared negative",-1.36900750650599,1.36900750650599,-0.965022228848147,-2.33402973535414,0.861040068201194,7.8295736452601e-08,"240354/57296/22190/18607/22034/57257/56743/17096/18035/74769/16476/234779","84433/5602/5687/23118/5704/7334/801/115727/5291/4792/5532/1147/5690/10213/5719/5685/4772/5684/3265/5718/2534/5058/11047/7321/8454/6416/7979/7322/5694/5717/5689/5701/4790/5295/5686/5709/3710/5290/4775/5691/10768/5530/5707/10451/5595/3708","R-HSA-2454202","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling","Fc epsilon receptor (FCERI) signaling",-7.10626188654388,-0.0649766383328864,TRUE,FALSE,-1.36900750650599,1.36900750650599,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by the B Cell Receptor (BCR)","Signaling by the B Cell Receptor (BCR)","either",0.05,"shared negative",-1.35884129569275,1.35884129569275,-0.79439622003548,-2.15323751572823,1,2.08091678238291e-05,"16440/22063/240354/20866/57296/22190/17096/18035/234779","84433/5687/5704/801/4792/5532/1147/4690/5690/10213/27071/5719/5685/4772/5684/3265/5718/2534/30011/11047/8454/29760/7979/5694/5717/5777/5689/5701/4790/5295/5686/5709/3710/4775/5691/10768/5530/5707/3708","R-HSA-983705","R-MMU-983705","Signaling by the B Cell Receptor (BCR)","Signaling by the B Cell Receptor (BCR)",-4.6817452872437,0,TRUE,FALSE,-1.35884129569275,1.35884129569275,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Mitochondrial translation","Mitochondrial translation","either",0.05,"shared positive",1.33490265629384,1.33490265629384,1.13499337006751,2.46989602636135,0.644991950724435,1.17833333333333e-08,"27397/69089/68537/67707/66047/68836/66407/69956/67840/27398/64659/67871/121022/65111/56282/70316/211253/107732/94062/66242/67212/118451/239555/67270/353242/69163/66230/19935/66448/27395/50529/18100/66258/56284/94066","4514/4513/4538/4508/4512/4539/4535/4519/4540/5018/11222/64969/7818/4537/23107/55173/90480/60488/51253/55037/64975/128308/51318/9553/4536/740/65003/64963/6150/65080/54998/64983/79590/26284/57129/4509/7284/26589/91574/10573/6182/51021/219402/78988/51264/54516/64968/51263/64979","R-HSA-5368287","R-MMU-5368287","Mitochondrial translation","Mitochondrial translation",7.92873183658675,0.190445705175235,TRUE,FALSE,1.33490265629384,1.33490265629384,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","either",0.05,"shared positive",1.26703641390186,1.26703641390186,0.529558601962495,1.79659501586435,1,0.0108726439884175,"11792/19718/16881/66979/69745/68240/18974/106344/18972","328/5425/142/6118/2237/10038/54107/6119/5984/5982","R-HSA-110373","R-MMU-110373","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","Resolution of AP sites via the multiple-nucleotide patch replacement pathway",1.9636648321831,0,TRUE,FALSE,1.26703641390186,1.26703641390186,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","either",0.05,"shared negative",-1.22968059647605,1.22968059647605,-0.709463345694282,-1.93914394217033,1,0.00172085586837186,"107995/12237/57296/22190/12534/12428/18005/12236","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-179419","R-MMU-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",-2.76425550282297,0,TRUE,FALSE,-1.22968059647605,1.22968059647605,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","PTEN Regulation","PTEN Regulation","either",0.05,"shared negative",-1.21527104808764,1.21527104808764,-0.927225849535898,-2.14249689762354,0.938049969069171,9.99423515907487e-07,"216848/22186/72607/23997/234366/21951/19821/13001/14056/14013/57296/107932/22190/54170/241915/229542/73162/56692/52187","8649/84232/5687/5704/57459/80243/9219/3065/6045/5690/10213/1107/1460/5719/5685/5684/1108/5718/27327/2444/8841/11047/11060/7979/5694/5717/28956/5689/5701/1386/5931/10014/26523/10670/5686/5709/64121/10273/55004/5691/27161/23512/5707/23112/6615/80351/5728/5595/4734","R-HSA-6807070","R-MMU-6807070","PTEN Regulation","PTEN Regulation",-6.00025043605342,-0.0277740265324574,TRUE,FALSE,-1.21527104808764,1.21527104808764,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Beta-catenin phosphorylation cascade","Beta-catenin phosphorylation cascade","either",0.05,"shared negative",-1.16501395613631,1.16501395613631,-0.840128922720372,-2.00514287885668,0.961174124392372,0.00284177627085362,"212398/21770/26932","5528/5518/139285/324/5526/5519/5515/1499/5525","R-HSA-196299","R-MMU-196299","Beta-catenin phosphorylation cascade","Beta-catenin phosphorylation cascade",-2.54641011647133,-0.0171979292797798,TRUE,FALSE,-1.16501395613631,1.16501395613631,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Complex I biogenesis","Complex I biogenesis","either",0.05,"shared positive",1.1634697930449,1.1634697930449,0.780768840426268,1.94423863347117,1,0.000390111983388541,"67273/66218/66459/225887/72900/67130/66416/70316/75406/108755/76826/68349/229211/68194/66706/66377/66091/17991/17995/100900/208501/76916/67184/68342","4538/4535/4540/5018/55744/4698/55101/4710/51300/4537/4694/57226/4725/4711/4536/284184/126328/55863/90871/4717/4709/4731/28976/4726/119559/4704/4707/51079/25915/137682/4716/51295/4718/29078/4696","R-HSA-6799198","R-MMU-6799198","Complex I biogenesis","Complex I biogenesis",3.40881070890486,0,TRUE,FALSE,1.1634697930449,1.1634697930449,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Downstream signal transduction","Downstream signal transduction","either",0.05,"shared negative",-1.12402763472146,1.12402763472146,-0.771452731193794,-1.89548036591525,1,0.00587170800226327,"12928/18590/74769/12929","5291/4690/3265/2889/5159/5921/6774/1398/6776/6714/5295/5290/5156","R-HSA-186763","R-MMU-186763","Downstream signal transduction","Downstream signal transduction",-2.23123554984929,0,TRUE,FALSE,-1.12402763472146,1.12402763472146,"shared negative"
