"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","either",0.05,"shared negative",-1.03567193837572,1.03567193837572,-0.695663236651665,-1.73133517502739,0.975106889966708,0.029055455910969,"20371/22724/12053/216799/328572/74143/319817/14312/57765/16362/207952/57261/240354/59009/15284","5914/3594/64410/8651/10538/84695/942/3071/64332/865/338567/301/8546/3726/3718/6776/51043/149041/2033/3956","GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","regulation of CD4-positive, alpha-beta T cell differentiation",-1.53677230562997,-0.0109477748878485,TRUE,FALSE,-1.03567193837572,1.03567193837572,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0099560","synaptic membrane adhesion","either",0.05,"shared positive",1.02988559113999,1.02988559113999,0.817739334949215,1.84762492608921,0.870421801133416,0.0291410815969934,"12563/23966/23965/13640/225875/16180","55714/114794/26011/392617/1004/79414/5792/266727/3675/2239/5789","GO:0099560","GO:0099560","synaptic membrane adhesion","synaptic membrane adhesion",1.53549433304343,0.0602702398961611,TRUE,FALSE,1.02988559113999,1.02988559113999,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042093","T-helper cell differentiation","either",0.05,"shared negative",-1.02285257022186,1.02285257022186,-1.07530520894974,-2.0981577791716,0.650948424425112,0.00108298546932705,"19401/19219/19883/20371/17085/22724/12053/216799/328572/74143/319817/14312/57765/16362/214162/56480/57261/93685/240354/17283/382051/11977/15284/23882","5914/2625/3594/27086/5699/10538/84695/942/5692/5687/4297/6097/3716/29110/64332/5690/6693/64218/5685/5684/4221/8807/301/3726/4063/6774/3718/5689/6776/538/5295/149041/5686/2033/3956/5691","GO:0042093","GO:0042093","T-helper cell differentiation","T-helper cell differentiation",-2.96537737036768,-0.186453419841798,TRUE,FALSE,-1.02285257022186,1.02285257022186,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0070206","protein trimerization","either",0.05,"shared positive",-1.01449167192202,1.01449167192202,1.92832923742396,0.913837565501937,0.0403814104010516,0.751670422777231,"12843/228139/20514/71701/74568/69675/11820/11690/20481/69634","7837/6510/87178","GO:0070206","GO:0070206","protein trimerization","protein trimerization",0.123972538322957,1.39381851652916,FALSE,TRUE,-1.01449167192202,1.01449167192202,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009451","RNA modification","either",0.05,"shared positive",1.01011989088068,1.01011989088068,1.0248687042848,2.03498859516548,0.699124705763563,1.32422987935899e-05,"74195/245474/17299/70153/80287/11651/328162/52530/66965/15108/28114/78895/74467/72181/20226/209584/68260/105638/66138/60532/69372/66628/11810/72133/234344/212528/98956/70359/13434/240174/83669/54351/71916/68857/227682/67674/56095/76357/66254/69786/72167/68730/433813/56417/329504/14791/106707/224907/100929/246221/77766/224481/75422/271842/230233/78697/227835/68147/15384/66400/211006","104/103/29960/51504/114049/6637/54733/285367/56339/54859/127253/115708/81890/51490/55695/339175/6894/26995/1736/79691/64118/146712/10785/84266/84705/84267/64216/22868/80745/96764/55006/24140/51531/55623/115939/54901/56986/55505/27079/27304/79979/55687/27350/57604/51654/196074/25821/285381/79922/142940/57570/55253/83640/9582/8518/55644/348180/441250/11180/79066/5073/60489/64863/55152/10528/55178/4234/55140/55226/8731/200316/29081/51574/113802/113000/134353/79828/8846/84520/63892/54974/11062/6635/221078/83448/9836/6633/55621/91801/84881/51605/26024/56931/6741/54433/117246/285605","GO:0009451","GO:0009451","RNA modification","RNA modification",4.87803661710843,0.15544535044258,TRUE,FALSE,1.01011989088068,1.01011989088068,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0033108","mitochondrial respiratory chain complex assembly","either",0.05,"shared positive",0.994161412579275,0.994161412579275,0.957759937018405,1.95192134959768,0.780266240300366,0.00105451524560105,"69089/68020/52469/67267/544717/22273/225887/66433/67130/11911/75406/108755/66821/67388/76826/100503890/75530/231430/67013/68349/107197/67705/93757/70556/67899/229211/20930/66706/68876/20463/72795/66272/68185/68002/67044/208501/230649/76916/67184","4538/4535/4540/5018/55744/513/55101/51300/57226/51287/4725/25994/79145/132299/90639/4536/284184/6341/84902/55863/90624/29090/90871/1353/65260/84334/7386/54968/28976/790955/729515/285521/388753/55245/54949/131474/2395/51079/25915/137682/283951/51295/4718/29078/644096/728568","GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","mitochondrial respiratory chain complex assembly",2.97694713708851,0.107757183252912,TRUE,FALSE,0.994161412579275,0.994161412579275,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032543","mitochondrial translation","either",0.05,"shared positive",0.98381295359236,0.98381295359236,1.15925401178461,2.14306696537697,0.532389399574489,1.32422987935899e-05,"381314/353172/27397/108037/68537/52469/67707/66047/68836/66407/69956/67840/27398/94067/67267/64659/121022/65111/56282/234384/211253/107732/94062/66242/67212/118451/67270/353242/69163/227682/109093/76784/66230/212508/19935/66448/27395/71984/50529/18100/66258/102436/56284/70560/94066","5018/11222/64969/7818/23107/55173/90480/60488/51253/26164/55037/51335/64975/128308/51318/9553/55157/285367/740/55278/65003/26995/64963/6150/65080/54998/64983/79590/51204/22868/57129/283459/7284/26589/91574/10573/6182/51021/219402/23395/78988/51264/54516/64968/51263/10128/64979/57038/51116/65005/57505/10240/115416/92170/51250/54534/65993/4528/55052/9801/55005/51373/55699/79828/8846/51258/116540/28957/29074/64951/51649/64949/84881/51023/79072/51642/51081/124454/23438/122704/9617/65008","GO:0032543","GO:0032543","mitochondrial translation","mitochondrial translation",4.87803661710843,0.273770600365163,TRUE,FALSE,0.98381295359236,0.98381295359236,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042742","defense response to bacterium","either",0.05,"shared positive",-0.97939519311338,0.97939519311338,2.09773207409049,1.11833688097711,2.54952789498714e-06,0.500196735096366,"55932/672511/16859/15944/246730/54396/100038882/236573/60440/20568/229900/246728/69146/16145/11535/14469/23960/246727/231507/19664/19056/331004/24105/17250/12363/11745/56174/24088/21937/19946/58809/20085/23961/15439/18805/68024/14468/16819/100689/22631/140792/117149/19376/17874/11820/20416/21898/23794/17472/14972/12369/14000/11826/107607/108655","5054/2150/3133/57506/100507436/567/837/133/2635/22861/57674/4615/1535/5587/7779/85236/3575/6170/3017/81858/7099/10392/55072/6464/4852/9636/7425/3140","GO:0042742","GO:0042742","defense response to bacterium","defense response to bacterium",0.300859147340142,5.59354023195196,FALSE,TRUE,-0.97939519311338,0.97939519311338,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0035278","miRNA-mediated gene silencing by inhibition of translation","either",0.05,"shared negative",-0.977315264851809,0.977315264851809,-0.872220931018421,-1.84953619587023,0.825641103144761,0.0467120777736978,"13209/213988/636931/233833/214150","27327/9470/56478/26523/1656/27161/23112","GO:0035278","GO:0035278","miRNA-mediated gene silencing by inhibition of translation","miRNA-mediated gene silencing by inhibition of translation",-1.33057081467363,-0.0832086945630199,TRUE,FALSE,-0.977315264851809,0.977315264851809,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0043039","tRNA aminoacylation","either",0.05,"shared positive",-0.947494012937683,0.947494012937683,1.87122900937947,0.923734996441787,0.0332636198640547,0.760886082819256,"381314/353172/22375/107045/23874/110960/22321/70223/68915/226414/107508/15115/27267/20226/105148/216443/104458/107271/85305/109093/97541/71941/71984/102436/244141/70560","79587/55157/55278/7453/283459/23395/57176/57038/57505/55152/5859/4141/79731/80755/55699/8565/7407/124454/23438/10056/123283","GO:0043039","GO:0043039","tRNA aminoacylation","tRNA aminoacylation",0.118680359400666,1.47803049109241,FALSE,TRUE,-0.947494012937683,0.947494012937683,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0019079","viral genome replication","either",0.05,"shared positive",-0.94451672708378,0.94451672708378,2.3995144284052,1.45499770132142,7.41857142857143e-08,0.116908778971507,"23962/66141/246730/100038882/20587/20568/69550/229900/246728/71586/19358/23960/246727/21974/15364/80287/80876/226691/213002/19106/78781/17858/13194/23961/52513/56491/268373/30960/58185/68713/231655","5478/10410/104/57506/63901/103/3609/3428/51495/54606/5610/8815/8091/5359/2621/24138/6041/440275/9636/9189/56829/5886/10318/27350/117854","GO:0019079","GO:0019079","viral genome replication","viral genome replication",0.932152875358881,7.1296797174192,FALSE,TRUE,-0.94451672708378,0.94451672708378,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045069","regulation of viral genome replication","either",0.05,"shared positive",-0.94124517806076,0.94124517806076,2.61146095662323,1.67021577856247,7.41857142857143e-08,0.0363865267949148,"23962/66141/246730/100038882/20568/69550/229900/246728/71586/19358/23960/246727/21974/15364/80287/80876/226691/213002/19106/78781/17858/13194/23961/56491/268373/58185/68713/231655","5478/10410/104/57506/63901/103/3609/3428/51495/5610/8815/8091/5359/24138/6041/9636/56829/5886/10318/27350/117854/4940/9582/29883","GO:0045069","GO:0045069","regulation of viral genome replication","regulation of viral genome replication",1.43905939716977,7.1296797174192,TRUE,TRUE,-0.94124517806076,0.94124517806076,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045581","negative regulation of T cell differentiation","either",0.05,"shared negative",-0.941003973811182,0.941003973811182,-0.833624450887878,-1.77462842469906,0.885334207124867,0.0350643769131239,"20371/229473/22724/12053/15223/319817/57765/16362/14634/15507/67122/17242/15284/16768/12159","2302/5690/865/5685/5684/301/3549/3659/3718/5689/23240/6776/51043/149041/5686/3956/5691","GO:0045581","GO:0045581","negative regulation of T cell differentiation","negative regulation of T cell differentiation",-1.45513387402162,-0.0528927553911666,TRUE,FALSE,-0.941003973811182,0.941003973811182,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0120009","intermembrane lipid transfer","either",0.05,"shared negative",-0.936751763342935,0.936751763342935,-0.871307916822755,-1.80805968016569,0.845941825005864,0.023421708894771,"231999/76303/69076/237542/17777/230895/271564/76559/225655/229227/71764/26949","9854/9600/26207/114883/23074/23760/63924/10087/55187/5007/6342/21/84162/55362/5306/27166/10493","GO:0120009","GO:0120009","intermembrane lipid transfer","intermembrane lipid transfer",-1.63038142111277,-0.0726595021473257,TRUE,FALSE,-0.936751763342935,0.936751763342935,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1902624","positive regulation of neutrophil migration","either",0.05,"shared positive",0.93004998054181,0.93004998054181,0.9089084597898,1.83895844033161,0.813528498256321,0.0286997906010303,"26903/16177/68585/215999/117149/74006","4192/4267/64065/5879/5880/1906","GO:1902624","GO:1902624","positive regulation of neutrophil migration","positive regulation of neutrophil migration",1.54212127194715,0.0896272289364868,TRUE,FALSE,0.93004998054181,0.93004998054181,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0043062","extracellular structure organization","either",0.05,"shared positive",-0.93002477368654,0.93002477368654,1.97234351381454,1.042318740128,1.70501204877138e-06,0.596222161991236,"12842/12843/23876/58859/269959/12826/243853/14118/12833/50527/399558/56348/20356/56693/21859/18451/229534/17181/17385/58223/19288/241327/207596/107581/16949/17387/23892/17384/101489/14251/241226/12832/12825/234356/12827/16950/234407/68273/21814/237360/216725/21937/18822/14268/18793/104799/17392/16948/14230/217734/18214/74777/12837/53614/16971/21810/268396/66180/108075/239337/69675/18595/11568/53381/19645/11820/56429/18073/26432/70779/16773/17386/219151/94352/14726/23794/114249/26561/14453/12306/66214/226519/72043/20586/100952/102058/11350/15227/13078/50706/53867/12814/14114","1282/1294/1284/1301/7837/1545/81792/5329/1471/4017/1288/79875/4312/7040/7132/3912/4325/83872/1306/4088/85301/7046/1287/284217/4326/151887/2621/80781/1299/5468/64116/1295/170689/3913/6624/22795/89932/1289/8434/8425/3915/1298/10211/51124/861/11173/23213/84627/90993/170691/10855/8837/1305/10491/5768/3673/3688/1277/26585/9510/11093/92949/50509/2200/10266/7045/2331/2191/4324/1513/64386/81031/6692/59277/23127/5352/7042","GO:0043062","GO:0043062","extracellular structure organization","extracellular structure organization",0.224591884976285,5.76827254764132,FALSE,TRUE,-0.93002477368654,0.93002477368654,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0043038","amino acid activation","either",0.05,"shared positive",-0.929754075383413,0.929754075383413,1.8534890718252,0.923734996441787,0.0307043428089537,0.760886082819256,"381314/353172/22375/107045/23874/110960/22321/70223/68915/226414/107508/15115/27267/20226/105148/216443/104458/107271/85305/109093/97541/71941/71984/102436/244141/70560","79587/55157/55278/7453/283459/23395/57176/57038/57505/55152/5859/4141/79731/80755/55699/8565/7407/124454/23438/10056/123283","GO:0043038","GO:0043038","amino acid activation","amino acid activation",0.118680359400666,1.51280019375484,FALSE,TRUE,-0.929754075383413,0.929754075383413,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032727","positive regulation of interferon-alpha production","either",0.05,"shared positive",-0.927094886516188,0.927094886516188,1.84702853614436,0.919933649628172,0.0429164023815384,0.752741339379037,"54123/230073/71586/20846/142980/78781/72162/21898/15510","57506/7099/56829/3661/6772/8767","GO:0032727","GO:0032727","positive regulation of interferon-alpha production","positive regulation of interferon-alpha production",0.123354232535936,1.36737669144355,FALSE,TRUE,-0.927094886516188,0.927094886516188,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0019646","aerobic electron transport chain","either",0.05,"shared positive",0.92267928956512,0.92267928956512,1.19225122732372,2.11493051688884,0.52794672303306,0.000159036289014327,"67914/68943/67273/66218/12862/22273/225887/72900/67680/66416/75406/66445/230125/68349/107197/57320","4514/4513/4538/4512/4539/4535/4519/4540/54205/4698/4710/1349/4537/4694/7388/1345/4725/27089/4711/4536/1347/1337/126328","GO:0019646","GO:0019646","aerobic electron transport chain","aerobic electron transport chain",3.79850376674583,0.277409901443799,TRUE,FALSE,0.92267928956512,0.92267928956512,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0030198","extracellular matrix organization","either",0.05,"shared positive",-0.92088703038103,0.92088703038103,1.95419519714424,1.03330816676321,2.38446439452533e-06,0.621393632391596,"12842/12843/23876/58859/269959/12826/243853/14118/12833/50527/399558/56348/20356/56693/21859/18451/229534/17181/17385/58223/19288/241327/207596/107581/16949/17387/23892/17384/101489/14251/241226/12832/12825/234356/12827/16950/234407/68273/21814/237360/216725/21937/18822/14268/18793/104799/17392/16948/14230/217734/18214/74777/12837/53614/16971/21810/268396/66180/108075/239337/69675/18595/11568/53381/19645/11820/56429/18073/26432/70779/16773/17386/219151/94352/14726/23794/114249/26561/14453/12306/66214/226519/72043/20586/100952/102058/11350/15227/13078/50706/53867/12814/14114","1282/1294/1284/1301/7837/1545/81792/5329/1471/4017/1288/79875/4312/7040/7132/3912/4325/83872/1306/4088/85301/7046/1287/284217/4326/151887/2621/80781/1299/5468/64116/1295/170689/3913/6624/22795/89932/1289/8434/8425/3915/1298/10211/51124/861/11173/23213/84627/90993/170691/10855/8837/1305/10491/5768/3673/3688/1277/26585/9510/11093/92949/50509/2200/10266/7045/2331/2191/4324/1513/64386/81031/6692/59277/23127/5352/7042","GO:0030198","GO:0030198","extracellular matrix organization","extracellular matrix organization",0.20663320140509,5.62260915818571,FALSE,TRUE,-0.92088703038103,0.92088703038103,"shared positive"
